"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.861801307141908","0.63","0.68","0.62","0.65","0.68","0.209801307141908","0.71","0.61","0.63","0.66","0.68","0.203801307141908","0.64","0.6","0.66","0.65","0.61","0.229801307141908","0.58","0.65","0.64","0.57","0.56","0.261801307141908"
"r_vec","0.630536514451267","0.46","0.46","0.46","0.43","0.38","0.192536514451267","0.49","0.42","0.45","0.44","0.44","0.182536514451267","0.46","0.44","0.52","0.42","0.41","0.180536514451267","0.36","0.45","0.37","0.38","0.46","0.226536514451267"
"r_vec","0.324042103521522","0.2","0.27","0.21","0.19","0.22","0.106042103521522","0.32","0.22","0.21","0.22","0.28","0.0740421035215215","0.21","0.19","0.2","0.21","0.17","0.128042103521522","0.21","0.13","0.16","0.21","0.22","0.138042103521522"
"r_vec","0.331011139880526","0.3","0.28","0.22","0.31","0.22","0.0650111398805264","0.26","0.19","0.2","0.26","0.22","0.105011139880526","0.3","0.29","0.3","0.28","0.27","0.0430111398805264","0.23","0.24","0.26","0.19","0.26","0.0950111398805264"
"r_vec","0.47142841077853","0.29","0.29","0.23","0.22","0.33","0.19942841077853","0.24","0.25","0.24","0.25","0.24","0.22742841077853","0.29","0.24","0.26","0.2","0.24","0.22542841077853","0.23","0.24","0.19","0.17","0.18","0.26942841077853"
"r_vec","0.159108103672737","0.26","0.22","0.21","0.18","0.2","0.0548918963272627","0.23","0.19","0.25","0.17","0.23","0.0548918963272627","0.21","0.15","0.18","0.19","0.22","0.0345351377963576","0.2","0.19","0.19","0.21","0.23","0.0448918963272627"
"r_vec","0.0130621760522906","0.21","0.13","0.12","0.14","0.22","0.150937823947709","0.18","0.17","0.12","0.14","0.15","0.138937823947709","0.06","0.14","0.08","0.11","0.1","0.0849378239477094","0.14","0.14","0.17","0.21","0.12","0.142937823947709"
"r_vec","0.593530665846957","0.34","0.41","0.32","0.41","0.39","0.219530665846957","0.27","0.31","0.39","0.32","0.36","0.263530665846957","0.42","0.53","0.46","0.3","0.27","0.197530665846957","0.37","0.33","0.33","0.31","0.3","0.265530665846957"
"r_vec","0.0570370610156054","0.21","0.32","0.31","0.32","0.28","0.230962938984395","0.29","0.33","0.25","0.28","0.2","0.212962938984395","0.18","0.18","0.26","0.2","0.15","0.136962938984395","0.29","0.24","0.21","0.22","0.17","0.168962938984395"
"r_vec","0.208908884812099","0.14","0.14","0.12","0.11","0.15","0.0769088848120988","0.11","0.09","0.13","0.09","0.12","0.100908884812099","0.09","0.17","0.14","0.1","0.06","0.0969088848120988","0.05","0.14","0.15","0.13","0.09","0.0969088848120988"
