"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.927483245985406","0.6","0.61","0.64","0.61","0.56","0.323483245985406","0.65","0.67","0.65","0.75","0.72","0.239483245985406","0.65","0.69","0.72","0.69","0.65","0.247483245985406","0.63","0.63","0.58","0.67","0.66","0.293483245985406"
"r_vec","0.738249437812772","0.42","0.3","0.36","0.47","0.41","0.346249437812772","0.5","0.42","0.48","0.5","0.47","0.264249437812772","0.43","0.5","0.41","0.49","0.4","0.292249437812772","0.37","0.37","0.4","0.38","0.29","0.376249437812772"
"r_vec","0.409772928014911","0.15","0.24","0.16","0.15","0.23","0.223772928014911","0.22","0.27","0.3","0.22","0.22","0.163772928014911","0.29","0.22","0.19","0.24","0.22","0.177772928014911","0.13","0.15","0.21","0.24","0.22","0.219772928014911"
"r_vec","0.239058863113339","0.39","0.32","0.34","0.36","0.28","0.0989411368866606","0.23","0.24","0.24","0.19","0.21","0.0178117726226679","0.25","0.25","0.24","0.23","0.28","0.0145646821319964","0.15","0.16","0.12","0.18","0.18","0.0810588631133394"
"r_vec","0.5246382703526","0.22","0.27","0.19","0.23","0.26","0.2906382703526","0.24","0.27","0.29","0.25","0.25","0.2646382703526","0.36","0.23","0.33","0.31","0.29","0.2206382703526","0.19","0.22","0.16","0.15","0.21","0.3386382703526"
"r_vec","0.213611167460171","0.2","0.11","0.18","0.15","0.19","0.0476111674601715","0.21","0.23","0.14","0.18","0.26","0.0347222334920343","0.2","0.23","0.23","0.22","0.19","0.0152777665079657","0.2","0.25","0.24","0.23","0.16","0.0292777665079657"
"r_vec","0.014550186530303","0.09","0.1","0.07","0.14","0.11","0.087449813469697","0.2","0.11","0.16","0.13","0.15","0.135449813469697","0.15","0.21","0.15","0.16","0.15","0.149449813469697","0.2","0.23","0.28","0.2","0.23","0.213449813469697"
"r_vec","0.508573831219113","0.39","0.44","0.5","0.42","0.57","0.0691442987314677","0.39","0.41","0.32","0.4","0.35","0.134573831219113","0.31","0.35","0.43","0.36","0.39","0.140573831219113","0.24","0.25","0.21","0.24","0.27","0.266573831219113"
"r_vec","0.0735117282223903","0.16","0.13","0.12","0.18","0.13","0.0704882717776097","0.24","0.16","0.29","0.28","0.2","0.16048827177761","0.24","0.27","0.26","0.33","0.2","0.18648827177761","0.46","0.28","0.34","0.35","0.25","0.26248827177761"
"r_vec","0.255123302246826","0.13","0.08","0.11","0.13","0.09","0.147123302246826","0.1","0.15","0.12","0.1","0.14","0.133123302246826","0.12","0.12","0.1","0.15","0.13","0.131123302246826","0.07","0.1","0.09","0.07","0.08","0.173123302246826"
