"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.650478362633172","0.6","0.71","0.69","0.67","0.73","0.0497129824200967","0.61","0.65","0.66","0.53","0.62","0.0402870175799033","0.62","0.6","0.65","0.61","0.67","0.0282870175799033","0.62","0.69","0.63","0.56","0.59","0.0482870175799033"
"r_vec","0.317099853928027","0.56","0.44","0.47","0.42","0.46","0.152900146071973","0.5","0.38","0.36","0.43","0.38","0.0929001460719729","0.51","0.39","0.45","0.47","0.41","0.128900146071973","0.45","0.44","0.44","0.37","0.36","0.0949001460719729"
"r_vec","0.103335510431006","0.25","0.32","0.19","0.19","0.25","0.136664489568994","0.21","0.2","0.18","0.22","0.26","0.110664489568994","0.17","0.24","0.16","0.18","0.22","0.0906644895689939","0.18","0.17","0.17","0.2","0.14","0.0686644895689939"
"r_vec","0.612591576775797","0.22","0.18","0.22","0.27","0.22","0.390591576775797","0.38","0.42","0.37","0.35","0.43","0.222591576775797","0.25","0.39","0.22","0.23","0.35","0.324591576775797","0.25","0.15","0.24","0.24","0.25","0.386591576775797"
"r_vec","0.292791062949586","0.26","0.23","0.33","0.24","0.3","0.0385582125899171","0.21","0.29","0.24","0.22","0.21","0.0587910629495855","0.23","0.24","0.2","0.25","0.22","0.0647910629495855","0.22","0.22","0.21","0.19","0.26","0.0727910629495855"
"r_vec","0.0243087909784415","0.25","0.23","0.11","0.22","0.22","0.181691209021559","0.14","0.09","0.11","0.08","0.19","0.0976912090215585","0.19","0.17","0.17","0.15","0.19","0.149691209021559","0.16","0.18","0.17","0.16","0.24","0.157691209021559"
"r_vec","0.000346036715169593","0.15","0.09","0.15","0.08","0.08","0.10965396328483","0.06","0.05","0.03","0.03","0.04","0.0416539632848304","0.08","0.09","0.04","0.05","0.1","0.0716539632848304","0.23","0.16","0.16","0.12","0.15","0.16365396328483"
"r_vec","0.822963818009794","0.36","0.35","0.39","0.41","0.53","0.414963818009794","0.48","0.43","0.48","0.5","0.55","0.334963818009794","0.46","0.43","0.42","0.43","0.48","0.378963818009794","0.33","0.31","0.27","0.27","0.3","0.526963818009794"
"r_vec","0.00373813897819387","0.3","0.31","0.22","0.28","0.23","0.264261861021806","0.15","0.14","0.07","0.08","0.11","0.106261861021806","0.12","0.12","0.1","0.18","0.13","0.126261861021806","0.28","0.26","0.23","0.23","0.23","0.242261861021806"
"r_vec","0.0824188217155889","0.18","0.16","0.13","0.13","0.13","0.0635811782844111","0.11","0.12","0.12","0.06","0.15","0.0385487069706467","0.11","0.1","0.11","0.17","0.1","0.0355811782844111","0.11","0.09","0.06","0.09","0.08","0.0135162356568822"
