"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.849451442793463","0.67","0.7","0.63","0.67","0.7","0.175451442793463","0.73","0.54","0.56","0.7","0.68","0.207451442793463","0.71","0.63","0.64","0.64","0.61","0.203451442793463","0.63","0.63","0.57","0.61","0.66","0.229451442793463"
"r_vec","0.601396737566836","0.47","0.42","0.44","0.42","0.44","0.163396737566836","0.38","0.4","0.44","0.5","0.45","0.167396737566836","0.43","0.48","0.4","0.45","0.35","0.179396737566836","0.36","0.33","0.5","0.46","0.41","0.189396737566836"
"r_vec","0.294494853118796","0.23","0.21","0.25","0.25","0.28","0.0504948531187963","0.28","0.19","0.2","0.22","0.23","0.0704948531187963","0.29","0.24","0.24","0.26","0.26","0.0364948531187963","0.15","0.25","0.21","0.3","0.23","0.0686969118712778"
"r_vec","0.364612064010775","0.33","0.24","0.32","0.25","0.32","0.0726120640107746","0.39","0.36","0.42","0.33","0.26","0.0449224128021549","0.4","0.28","0.32","0.2","0.27","0.0847672384064648","0.21","0.22","0.17","0.23","0.33","0.132612064010775"
"r_vec","0.480028428888782","0.26","0.26","0.25","0.24","0.22","0.234028428888782","0.17","0.26","0.25","0.22","0.31","0.238028428888782","0.19","0.26","0.2","0.2","0.24","0.262028428888782","0.23","0.21","0.17","0.15","0.18","0.292028428888782"
"r_vec","0.121368308678055","0.17","0.22","0.22","0.2","0.24","0.0886316913219454","0.16","0.15","0.17","0.12","0.23","0.0451790147931673","0.26","0.15","0.12","0.17","0.19","0.0571790147931673","0.21","0.26","0.15","0.16","0.19","0.0726316913219454"
"r_vec","0.00539744844710848","0.09","0.15","0.1","0.09","0.12","0.104602551552892","0.08","0.08","0.05","0.08","0.03","0.0586025515528915","0.1","0.11","0.04","0.11","0.08","0.0826025515528915","0.21","0.17","0.19","0.24","0.19","0.194602551552892"
"r_vec","0.643706606341623","0.39","0.44","0.45","0.45","0.49","0.199706606341623","0.58","0.57","0.47","0.47","0.52","0.121706606341623","0.48","0.45","0.48","0.46","0.35","0.199706606341623","0.36","0.32","0.38","0.42","0.23","0.301706606341623"
"r_vec","0.0332047905643001","0.15","0.2","0.2","0.21","0.11","0.1407952094357","0.15","0.17","0.1","0.06","0.1","0.0827952094356999","0.18","0.16","0.14","0.15","0.11","0.1147952094357","0.27","0.3","0.25","0.32","0.3","0.2547952094357"
"r_vec","0.200933886557933","0.14","0.11","0.14","0.06","0.17","0.0769338865579332","0.12","0.16","0.07","0.12","0.1","0.0869338865579332","0.12","0.11","0.09","0.12","0.1","0.0929338865579332","0.12","0.03","0.1","0.09","0.08","0.116933886557933"
