"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.96169291740691","0.68","0.68","0.67","0.7","0.67","0.28169291740691","0.72","0.65","0.66","0.72","0.71","0.26969291740691","0.82","0.71","0.59","0.7","0.69","0.25969291740691","0.56","0.58","0.58","0.52","0.64","0.38569291740691"
"r_vec","0.823481721234404","0.48","0.5","0.4","0.55","0.5","0.337481721234404","0.52","0.52","0.54","0.45","0.47","0.323481721234404","0.43","0.48","0.4","0.43","0.45","0.385481721234404","0.47","0.41","0.42","0.44","0.42","0.391481721234404"
"r_vec","0.495694493303809","0.18","0.3","0.19","0.23","0.22","0.271694493303809","0.24","0.21","0.27","0.25","0.25","0.251694493303809","0.21","0.24","0.21","0.22","0.34","0.251694493303809","0.14","0.18","0.25","0.22","0.2","0.297694493303809"
"r_vec","0.0655246551784834","0.14","0.14","0.13","0.13","0.12","0.0664753448215166","0.11","0.09","0.16","0.1","0.15","0.0564753448215166","0.09","0.15","0.11","0.12","0.2","0.0684753448215166","0.13","0.2","0.21","0.22","0.16","0.118475344821517"
"r_vec","0.388757411606156","0.11","0.17","0.21","0.13","0.22","0.220757411606156","0.24","0.21","0.21","0.23","0.23","0.164757411606156","0.27","0.2","0.14","0.16","0.25","0.184757411606155","0.2","0.19","0.2","0.19","0.18","0.196757411606156"
"r_vec","0.434724309628248","0.31","0.34","0.41","0.23","0.26","0.124724309628248","0.3","0.23","0.3","0.3","0.24","0.160724309628248","0.21","0.27","0.28","0.28","0.26","0.174724309628248","0.24","0.21","0.2","0.17","0.27","0.216724309628248"
"r_vec","0.106833055653121","0.28","0.29","0.3","0.2","0.28","0.163166944346879","0.22","0.34","0.2","0.27","0.21","0.141166944346879","0.21","0.19","0.16","0.25","0.2","0.0951669443468791","0.22","0.21","0.19","0.26","0.19","0.107166944346879"
"r_vec","0.213502061813006","0.18","0.24","0.24","0.26","0.23","0.0298987629121962","0.29","0.29","0.16","0.27","0.15","0.0652995876373987","0.28","0.24","0.3","0.36","0.19","0.0698987629121962","0.28","0.28","0.24","0.27","0.33","0.0664979381869937"
"r_vec","0.286642876949193","0.39","0.41","0.35","0.48","0.53","0.145357123050807","0.43","0.37","0.36","0.46","0.38","0.113357123050807","0.45","0.35","0.34","0.35","0.46","0.103357123050807","0.32","0.24","0.23","0.31","0.33","0.0406714246101614"
"r_vec","0.240780004971633","0.13","0.1","0.1","0.11","0.1","0.132780004971633","0.1","0.1","0.1","0.13","0.08","0.138780004971633","0.07","0.15","0.07","0.13","0.16","0.124780004971633","0.1","0.13","0.12","0.13","0.07","0.130780004971633"
