"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.283204804289139","0.48","0.57","0.56","0.49","0.44","0.224795195710861","0.46","0.48","0.44","0.54","0.52","0.204795195710861","0.56","0.65","0.64","0.58","0.52","0.306795195710861","0.62","0.61","0.65","0.54","0.66","0.332795195710861"
"r_vec","0.108347482946141","0.36","0.29","0.48","0.37","0.3","0.251652517053859","0.34","0.23","0.25","0.34","0.31","0.185652517053859","0.4","0.33","0.39","0.4","0.34","0.263652517053859","0.36","0.4","0.41","0.44","0.43","0.299652517053859"
"r_vec","0.0312745562885002","0.21","0.16","0.17","0.19","0.15","0.1447254437115","0.15","0.11","0.15","0.19","0.15","0.1187254437115","0.21","0.14","0.29","0.13","0.19","0.1607254437115","0.19","0.21","0.27","0.21","0.19","0.1827254437115"
"r_vec","0.482711218439625","0.39","0.42","0.34","0.44","0.42","0.0807112184396246","0.34","0.4","0.42","0.36","0.46","0.0867112184396246","0.36","0.42","0.32","0.34","0.27","0.140711218439625","0.14","0.22","0.24","0.35","0.19","0.254711218439625"
"r_vec","0.10119921657702","0.24","0.26","0.22","0.22","0.21","0.12880078342298","0.22","0.23","0.18","0.2","0.23","0.11080078342298","0.2","0.29","0.29","0.2","0.23","0.14080078342298","0.24","0.2","0.21","0.21","0.19","0.10880078342298"
"r_vec","0.00714826636912125","0.09","0.08","0.06","0.11","0.07","0.0748517336308788","0.1","0.11","0.1","0.13","0.09","0.0988517336308787","0.1","0.17","0.15","0.15","0.16","0.138851733630879","0.16","0.16","0.26","0.25","0.24","0.206851733630879"
"r_vec","0.000110554620734854","0","0.03","0.05","0.02","0.05","0.0299336672275591","0.01","0.02","0.05","0.02","0.04","0.0278894453792651","0.07","0.07","0.05","0.05","0.08","0.0638894453792652","0.22","0.16","0.1","0.15","0.19","0.163889445379265"
"r_vec","0.558756846592784","0.45","0.51","0.5","0.47","0.47","0.078756846592784","0.52","0.57","0.49","0.57","0.55","0.0277513693185568","0.49","0.45","0.55","0.49","0.37","0.088756846592784","0.33","0.36","0.39","0.35","0.41","0.190756846592784"
"r_vec","0.00113785312521659","0.09","0.03","0.11","0.08","0.02","0.0648621468747834","0.07","0.07","0.11","0.05","0.05","0.0688621468747834","0.17","0.12","0.13","0.13","0.16","0.140862146874783","0.16","0.2","0.16","0.28","0.22","0.202862146874783"
"r_vec","0.0251535884238607","0.07","0.05","0.06","0.05","0.12","0.0448464115761393","0.08","0.11","0.08","0.09","0.07","0.0608464115761393","0.07","0.11","0.07","0.1","0.12","0.0688464115761393","0.07","0.1","0.11","0.08","0.06","0.0588464115761393"
