"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.54432001638301","0.57","0.54","0.52","0.52","0.5","0.0245920098298059","0.42","0.58","0.5","0.56","0.57","0.049135996723398","0.62","0.56","0.63","0.59","0.55","0.0456799836169901","0.61","0.53","0.61","0.59","0.54","0.039135996723398"
"r_vec","0.245774105621665","0.39","0.35","0.32","0.41","0.3","0.108225894378335","0.43","0.36","0.23","0.44","0.34","0.120535536627001","0.29","0.4","0.38","0.36","0.45","0.130225894378335","0.42","0.35","0.47","0.43","0.4","0.168225894378335"
"r_vec","0.0773849282908937","0.11","0.13","0.16","0.17","0.15","0.0666150717091063","0.16","0.18","0.25","0.15","0.17","0.104615071709106","0.13","0.15","0.08","0.13","0.16","0.0526150717091063","0.27","0.27","0.27","0.23","0.26","0.182615071709106"
"r_vec","0.619667256690616","0.48","0.38","0.43","0.31","0.27","0.245667256690616","0.31","0.33","0.31","0.42","0.3","0.285667256690616","0.32","0.45","0.39","0.36","0.39","0.237667256690616","0.25","0.29","0.22","0.2","0.18","0.391667256690616"
"r_vec","0.227411296978033","0.2","0.19","0.21","0.16","0.28","0.04044677818682","0.2","0.19","0.16","0.23","0.31","0.0434822593956067","0.2","0.32","0.21","0.17","0.23","0.0394822593956067","0.25","0.2","0.17","0.2","0.24","0.0294822593956067"
"r_vec","0.0183628086436317","0.11","0.07","0.16","0.07","0.14","0.0916371913563683","0.19","0.07","0.09","0.1","0.18","0.107637191356368","0.13","0.13","0.14","0.15","0.17","0.125637191356368","0.11","0.14","0.17","0.17","0.15","0.129637191356368"
"r_vec","0.000290943491789402","0.03","0.06","0.03","0.03","0.01","0.0317090565082106","0.05","0.04","0.02","0.02","0.07","0.0397090565082106","0.09","0.04","0.04","0.05","0.01","0.0457090565082106","0.13","0.26","0.14","0.18","0.11","0.163709056508211"
"r_vec","0.785398340263691","0.51","0.5","0.53","0.57","0.43","0.277398340263691","0.5","0.56","0.46","0.53","0.5","0.275398340263691","0.5","0.5","0.42","0.55","0.59","0.273398340263691","0.32","0.33","0.43","0.36","0.4","0.417398340263691"
"r_vec","0.00294903724948598","0.06","0.1","0.12","0.11","0.07","0.089050962750514","0.11","0.09","0.07","0.09","0.06","0.081050962750514","0.19","0.05","0.11","0.1","0.12","0.111050962750514","0.35","0.28","0.14","0.28","0.25","0.257050962750514"
"r_vec","0.0616802134049585","0.12","0.09","0.12","0.1","0.09","0.0423197865950415","0.11","0.09","0.07","0.05","0.1","0.0269918719570249","0.1","0.07","0.11","0.06","0.1","0.0269918719570249","0.18","0.09","0.05","0.08","0.09","0.0409918719570249"
