"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.471439655150503","0.51","0.59","0.61","0.51","0.62","0.0965603448494974","0.61","0.56","0.48","0.68","0.61","0.116560344849497","0.55","0.61","0.63","0.68","0.63","0.148560344849497","0.66","0.58","0.51","0.66","0.61","0.132560344849497"
"r_vec","0.200570644755467","0.41","0.38","0.39","0.36","0.35","0.177429355244533","0.34","0.41","0.42","0.44","0.37","0.195429355244533","0.45","0.44","0.46","0.4","0.38","0.225429355244533","0.46","0.31","0.47","0.52","0.39","0.229429355244533"
"r_vec","0.0601582010751605","0.24","0.18","0.12","0.23","0.22","0.13784179892484","0.21","0.17","0.18","0.2","0.12","0.11584179892484","0.31","0.22","0.22","0.23","0.27","0.18984179892484","0.14","0.25","0.23","0.16","0.23","0.14184179892484"
"r_vec","0.602944721934982","0.38","0.27","0.33","0.39","0.38","0.252944721934982","0.36","0.33","0.28","0.44","0.41","0.238944721934982","0.28","0.25","0.27","0.3","0.32","0.318944721934982","0.29","0.29","0.23","0.26","0.28","0.332944721934982"
"r_vec","0.186865125971203","0.2","0.21","0.3","0.17","0.34","0.063880924417278","0.24","0.16","0.28","0.26","0.2","0.051880924417278","0.25","0.3","0.33","0.2","0.25","0.0791348740287967","0.23","0.17","0.22","0.25","0.2","0.033880924417278"
"r_vec","0.0137055187842637","0.14","0.12","0.1","0.09","0.14","0.104294481215736","0.16","0.14","0.11","0.13","0.14","0.122294481215736","0.2","0.19","0.14","0.2","0.21","0.174294481215736","0.25","0.15","0.13","0.11","0.15","0.144294481215736"
"r_vec","0.000214132011449798","0.09","0.06","0.03","0.05","0.03","0.0517858679885502","0.05","0.05","0.02","0.07","0.07","0.0517858679885502","0.06","0.08","0.16","0.12","0.18","0.11978586798855","0.14","0.22","0.15","0.15","0.11","0.15378586798855"
"r_vec","0.741415601286963","0.44","0.52","0.59","0.55","0.51","0.219415601286963","0.53","0.49","0.51","0.42","0.45","0.261415601286963","0.39","0.41","0.31","0.41","0.35","0.367415601286963","0.36","0.36","0.43","0.4","0.28","0.375415601286963"
"r_vec","0.00215569633977614","0.11","0.1","0.1","0.08","0.13","0.101844303660224","0.1","0.12","0.13","0.12","0.13","0.117844303660224","0.19","0.22","0.23","0.22","0.19","0.207844303660224","0.17","0.26","0.2","0.18","0.2","0.199844303660224"
"r_vec","0.048394246619223","0.14","0.09","0.03","0.15","0.09","0.0589634520284662","0.11","0.15","0.11","0.15","0.07","0.069605753380777","0.12","0.08","0.14","0.14","0.08","0.063605753380777","0.17","0.03","0.07","0.11","0.1","0.0549634520284662"
