"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.868960889340634","0.74","0.64","0.69","0.69","0.67","0.182960889340634","0.7","0.73","0.79","0.72","0.67","0.146960889340634","0.73","0.71","0.68","0.68","0.76","0.156960889340634","0.51","0.64","0.54","0.54","0.56","0.310960889340634"
"r_vec","0.661232888705341","0.35","0.5","0.43","0.5","0.53","0.199232888705341","0.55","0.5","0.45","0.53","0.44","0.167232888705341","0.53","0.49","0.48","0.47","0.53","0.161232888705341","0.36","0.34","0.41","0.33","0.4","0.293232888705341"
"r_vec","0.356281097307088","0.22","0.31","0.15","0.18","0.22","0.140281097307088","0.29","0.28","0.28","0.2","0.27","0.0922810973070881","0.23","0.27","0.18","0.27","0.2","0.126281097307088","0.2","0.25","0.18","0.19","0.21","0.150281097307088"
"r_vec","0.29245740325981","0.28","0.28","0.2","0.21","0.19","0.0604574032598099","0.19","0.34","0.28","0.22","0.19","0.0674744419558859","0.22","0.29","0.17","0.25","0.3","0.0494744419558859","0.23","0.23","0.21","0.18","0.19","0.0844574032598099"
"r_vec","0.469976293650836","0.25","0.32","0.3","0.21","0.23","0.207976293650836","0.27","0.27","0.26","0.32","0.29","0.187976293650836","0.35","0.24","0.35","0.23","0.26","0.183976293650836","0.2","0.24","0.26","0.19","0.19","0.253976293650836"
"r_vec","0.191256595054505","0.2","0.26","0.24","0.2","0.24","0.0367434049454952","0.25","0.2","0.19","0.15","0.18","0.024251319010901","0.23","0.2","0.15","0.19","0.21","0.021748680989099","0.25","0.21","0.18","0.21","0.21","0.0252460429672971"
"r_vec","0.016178127817076","0.18","0.12","0.15","0.22","0.15","0.147821872182924","0.07","0.11","0.11","0.09","0.14","0.087821872182924","0.15","0.11","0.18","0.13","0.16","0.129821872182924","0.23","0.19","0.19","0.15","0.17","0.169821872182924"
"r_vec","0.541595811164802","0.3","0.32","0.32","0.28","0.23","0.251595811164802","0.51","0.46","0.39","0.38","0.35","0.123595811164802","0.35","0.32","0.36","0.35","0.4","0.185595811164802","0.38","0.38","0.26","0.27","0.31","0.221595811164802"
"r_vec","0.0719915113103368","0.28","0.32","0.25","0.31","0.34","0.228008488689663","0.24","0.22","0.26","0.16","0.26","0.156008488689663","0.18","0.29","0.26","0.22","0.24","0.166008488689663","0.27","0.35","0.28","0.28","0.36","0.236008488689663"
"r_vec","0.220837885745844","0.15","0.09","0.1","0.15","0.11","0.100837885745844","0.12","0.12","0.19","0.18","0.17","0.064837885745844","0.08","0.13","0.15","0.11","0.11","0.104837885745844","0.12","0.12","0.06","0.11","0.09","0.120837885745844"
