"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.956508580444082","0.62","0.65","0.63","0.62","0.62","0.328508580444082","0.7","0.69","0.67","0.68","0.67","0.274508580444082","0.67","0.67","0.76","0.63","0.63","0.284508580444082","0.61","0.64","0.63","0.61","0.53","0.352508580444082"
"r_vec","0.797257656466075","0.39","0.45","0.48","0.42","0.41","0.367257656466075","0.48","0.46","0.52","0.49","0.46","0.315257656466075","0.42","0.54","0.42","0.54","0.52","0.309257656466075","0.36","0.49","0.42","0.46","0.42","0.367257656466075"
"r_vec","0.462294200467609","0.19","0.22","0.25","0.17","0.22","0.252294200467609","0.23","0.26","0.26","0.26","0.2","0.220294200467609","0.26","0.24","0.25","0.21","0.33","0.204294200467609","0.24","0.22","0.23","0.23","0.27","0.224294200467609"
"r_vec","0.175541096158857","0.3","0.31","0.33","0.3","0.36","0.144458903841143","0.27","0.28","0.27","0.19","0.28","0.0824589038411426","0.18","0.23","0.16","0.28","0.19","0.0386753423046856","0.2","0.2","0.19","0.24","0.19","0.0284589038411426"
"r_vec","0.531191176851811","0.28","0.29","0.25","0.28","0.27","0.257191176851811","0.29","0.31","0.33","0.25","0.27","0.241191176851811","0.21","0.2","0.27","0.22","0.23","0.305191176851812","0.18","0.19","0.23","0.18","0.14","0.347191176851812"
"r_vec","0.266066479614264","0.11","0.19","0.15","0.15","0.13","0.120066479614264","0.21","0.25","0.21","0.2","0.19","0.0540664796142637","0.3","0.22","0.23","0.17","0.18","0.0596398877685582","0.14","0.19","0.2","0.24","0.19","0.0740664796142637"
"r_vec","0.0239620989283795","0.07","0.07","0.08","0.07","0.14","0.0620379010716205","0.13","0.1","0.1","0.11","0.15","0.0940379010716205","0.16","0.17","0.11","0.23","0.17","0.14403790107162","0.22","0.19","0.12","0.15","0.15","0.14203790107162"
"r_vec","0.430834380707897","0.4","0.53","0.52","0.41","0.42","0.0501668761415794","0.35","0.34","0.36","0.32","0.3","0.0968343807078971","0.26","0.37","0.43","0.32","0.3","0.0948343807078971","0.25","0.34","0.33","0.27","0.32","0.128834380707897"
"r_vec","0.103632270377806","0.19","0.15","0.15","0.14","0.11","0.0443677296221942","0.29","0.27","0.26","0.23","0.27","0.160367729622194","0.21","0.23","0.32","0.29","0.21","0.148367729622194","0.28","0.27","0.28","0.27","0.35","0.186367729622194"
"r_vec","0.275897892302772","0.13","0.12","0.1","0.12","0.16","0.149897892302772","0.17","0.1","0.12","0.16","0.13","0.139897892302772","0.16","0.19","0.11","0.13","0.12","0.133897892302772","0.1","0.07","0.12","0.07","0.07","0.189897892302772"
