"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.225565613352198","0.65","0.57","0.66","0.63","0.61","0.398434386647802","0.52","0.62","0.6","0.56","0.68","0.370434386647802","0.44","0.59","0.46","0.56","0.58","0.300434386647802","0.63","0.6","0.54","0.61","0.53","0.356434386647802"
"r_vec","0.0542252437229231","0.41","0.47","0.35","0.4","0.4","0.351774756277077","0.61","0.32","0.36","0.42","0.45","0.377774756277077","0.38","0.34","0.34","0.4","0.37","0.311774756277077","0.46","0.43","0.38","0.35","0.39","0.347774756277077"
"r_vec","0.00915749290799471","0.2","0.18","0.21","0.23","0.21","0.196842507092005","0.19","0.22","0.19","0.2","0.21","0.192842507092005","0.23","0.17","0.17","0.18","0.13","0.166842507092005","0.21","0.14","0.15","0.15","0.18","0.156842507092005"
"r_vec","0.579007426747403","0.28","0.41","0.34","0.29","0.26","0.263007426747403","0.28","0.39","0.38","0.3","0.34","0.241007426747403","0.34","0.25","0.37","0.38","0.39","0.233007426747403","0.2","0.2","0.18","0.17","0.29","0.371007426747403"
"r_vec","0.0531133891177216","0.2","0.23","0.28","0.21","0.28","0.186886610882278","0.26","0.23","0.26","0.23","0.24","0.190886610882278","0.19","0.29","0.2","0.24","0.27","0.184886610882278","0.21","0.24","0.24","0.1","0.28","0.160886610882278"
"r_vec","0.0011118546052015","0.23","0.14","0.15","0.22","0.16","0.178888145394798","0.19","0.17","0.13","0.13","0.22","0.166888145394799","0.12","0.11","0.17","0.12","0.14","0.130888145394799","0.16","0.21","0.19","0.2","0.2","0.190888145394799"
"r_vec","4.67894368112078e-06","0.06","0.08","0.1","0.1","0.04","0.0759953210563189","0.05","0.12","0.07","0.09","0.06","0.0779953210563189","0.09","0.05","0.05","0.07","0.06","0.0639953210563189","0.15","0.24","0.23","0.21","0.2","0.205995321056319"
"r_vec","0.62398823633258","0.48","0.45","0.5","0.43","0.49","0.15398823633258","0.49","0.39","0.4","0.46","0.37","0.20198823633258","0.51","0.46","0.53","0.44","0.45","0.14598823633258","0.28","0.31","0.25","0.2","0.37","0.34198823633258"
"r_vec","9.16201734337726e-05","0.16","0.18","0.11","0.08","0.19","0.143908379826566","0.14","0.15","0.23","0.17","0.18","0.173908379826566","0.12","0.14","0.18","0.09","0.06","0.117908379826566","0.3","0.32","0.31","0.31","0.3","0.307908379826566"
"r_vec","0.00813257953254586","0.07","0.15","0.13","0.08","0.14","0.105867420467454","0.1","0.11","0.13","0.15","0.11","0.111867420467454","0.11","0.16","0.09","0.06","0.1","0.0958674204674542","0.08","0.09","0.21","0.08","0.11","0.105867420467454"
