"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.709775525686645","0.66","0.61","0.51","0.77","0.67","0.0898653154119871","0.49","0.45","0.57","0.47","0.44","0.225775525686645","0.6","0.64","0.53","0.64","0.56","0.115775525686645","0.61","0.66","0.61","0.68","0.65","0.0677755256866452"
"r_vec","0.415019458016122","0.34","0.38","0.46","0.38","0.29","0.0630116748096733","0.22","0.31","0.36","0.28","0.22","0.137019458016122","0.45","0.37","0.4","0.44","0.36","0.0350038916032244","0.38","0.35","0.37","0.41","0.5","0.0470116748096733"
"r_vec","0.169233635421418","0.21","0.3","0.26","0.19","0.14","0.0624598187471489","0.13","0.09","0.22","0.09","0.1","0.063540181252851","0.19","0.15","0.16","0.2","0.18","0.0181532729157163","0.16","0.13","0.24","0.21","0.2","0.0381532729157163"
"r_vec","0.513802808038519","0.33","0.26","0.34","0.33","0.31","0.199802808038519","0.41","0.39","0.43","0.35","0.45","0.107802808038519","0.38","0.39","0.36","0.38","0.34","0.143802808038519","0.22","0.19","0.18","0.23","0.16","0.317802808038519"
"r_vec","0.359871106236139","0.25","0.21","0.3","0.24","0.31","0.097871106236139","0.17","0.21","0.25","0.17","0.28","0.143871106236139","0.23","0.22","0.27","0.21","0.29","0.115871106236139","0.19","0.2","0.25","0.18","0.24","0.147871106236139"
"r_vec","0.0551483517799835","0.18","0.22","0.15","0.15","0.13","0.110851648220017","0.07","0.06","0.1","0.08","0.09","0.0248516482200166","0.07","0.14","0.14","0.13","0.24","0.0888516482200166","0.19","0.18","0.21","0.24","0.24","0.156851648220017"
"r_vec","0.00170435242368408","0.06","0.07","0.1","0.03","0.07","0.0642956475763159","0.03","0.01","0.05","0","0.06","0.0289773885457896","0.07","0.08","0.05","0.05","0.03","0.0542956475763159","0.19","0.16","0.25","0.24","0.13","0.192295647576316"
"r_vec","0.74901727609843","0.48","0.54","0.46","0.49","0.47","0.26101727609843","0.52","0.54","0.54","0.52","0.57","0.21101727609843","0.53","0.52","0.47","0.52","0.51","0.23901727609843","0.28","0.31","0.26","0.29","0.35","0.45101727609843"
"r_vec","0.0122757069584769","0.14","0.15","0.18","0.08","0.14","0.125724293041523","0.07","0.04","0.04","0.04","0.05","0.0357242930415231","0.13","0.06","0.1","0.07","0.11","0.0817242930415231","0.28","0.15","0.29","0.27","0.26","0.237724293041523"
"r_vec","0.124656638176228","0.13","0.13","0.12","0.13","0.1","0.00906867236475447","0.14","0.07","0.1","0.09","0.1","0.0307939829057366","0.15","0.13","0.19","0.11","0.09","0.0290686723647545","0.07","0.14","0.08","0.07","0.1","0.0387939829057366"
