"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.70397176842984","0.78","0.72","0.65","0.7","0.68","0.0347943536859679","0.6","0.59","0.6","0.63","0.55","0.10997176842984","0.76","0.59","0.65","0.75","0.7","0.0547943536859679","0.58","0.72","0.63","0.57","0.6","0.0903830610579038"
"r_vec","0.431487441118021","0.42","0.57","0.56","0.48","0.47","0.0731075353291877","0.37","0.38","0.38","0.49","0.38","0.0548924646708123","0.47","0.46","0.48","0.46","0.46","0.0345125588819794","0.41","0.39","0.46","0.43","0.44","0.0202974882236041"
"r_vec","0.187980189659701","0.22","0.17","0.24","0.21","0.28","0.0432118862041791","0.17","0.18","0.12","0.22","0.2","0.0275960379319403","0.24","0.24","0.21","0.32","0.25","0.0640198103402986","0.2","0.24","0.21","0.14","0.13","0.0384039620680597"
"r_vec","0.00217658135314422","0.22","0.24","0.21","0.25","0.25","0.231823418646856","0.05","0.05","0.05","0.07","0.1","0.0618234186468558","0.09","0.1","0.1","0.18","0.16","0.123823418646856","0.15","0.18","0.16","0.12","0.18","0.155823418646856"
"r_vec","0.0673768507966073","0.29","0.22","0.26","0.24","0.35","0.204623149203393","0.16","0.14","0.13","0.13","0.16","0.0766231492033927","0.19","0.14","0.17","0.2","0.29","0.130623149203393","0.15","0.15","0.19","0.22","0.13","0.100623149203393"
"r_vec","0.364110590321413","0.27","0.19","0.23","0.26","0.21","0.132110590321413","0.29","0.31","0.3","0.22","0.25","0.0901105903214133","0.18","0.36","0.18","0.28","0.21","0.122110590321413","0.19","0.28","0.2","0.28","0.17","0.140110590321413"
"r_vec","0.479964187763383","0.12","0.15","0.15","0.13","0.06","0.357964187763383","0.35","0.28","0.4","0.43","0.37","0.113964187763383","0.28","0.29","0.33","0.25","0.28","0.193964187763383","0.25","0.17","0.26","0.22","0.22","0.255964187763383"
"r_vec","0.0159671889568684","0.4","0.47","0.29","0.39","0.35","0.364032811043132","0.11","0.12","0.16","0.09","0.14","0.108032811043132","0.15","0.2","0.18","0.12","0.18","0.150032811043132","0.25","0.32","0.29","0.19","0.19","0.232032811043132"
"r_vec","0.709680831617978","0.25","0.18","0.32","0.22","0.26","0.463680831617978","0.44","0.56","0.56","0.57","0.49","0.185680831617978","0.39","0.39","0.41","0.4","0.31","0.329680831617978","0.34","0.34","0.37","0.37","0.4","0.345680831617978"
"r_vec","0.0535862431928831","0.19","0.16","0.14","0.16","0.15","0.106413756807117","0.07","0.05","0.11","0.09","0.1","0.0318482540842701","0.1","0.13","0.09","0.11","0.13","0.0584137568071169","0.08","0.14","0.12","0.07","0.1","0.0484137568071169"
