"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.518734982120574","0.62","0.72","0.7","0.72","0.68","0.169265017879426","0.65","0.72","0.68","0.73","0.66","0.169265017879426","0.62","0.64","0.67","0.69","0.74","0.153265017879426","0.66","0.61","0.57","0.59","0.53","0.0732650178794263"
"r_vec","0.282970533061176","0.44","0.44","0.53","0.59","0.54","0.225029466938824","0.55","0.49","0.56","0.51","0.5","0.239029466938824","0.43","0.5","0.49","0.47","0.46","0.187029466938824","0.46","0.4","0.37","0.46","0.36","0.127029466938824"
"r_vec","0.115456310178868","0.21","0.3","0.29","0.26","0.22","0.140543689821132","0.2","0.19","0.27","0.29","0.34","0.142543689821132","0.18","0.24","0.26","0.28","0.22","0.120543689821132","0.25","0.19","0.23","0.24","0.12","0.0905436898211323"
"r_vec","0.497751195447926","0.26","0.24","0.34","0.23","0.26","0.231751195447926","0.12","0.12","0.09","0.15","0.15","0.371751195447926","0.25","0.17","0.18","0.28","0.16","0.289751195447926","0.19","0.16","0.25","0.25","0.15","0.297751195447926"
"r_vec","0.239528659941628","0.27","0.26","0.18","0.25","0.22","0.0280942680116745","0.2","0.2","0.2","0.28","0.32","0.0479057319883255","0.18","0.2","0.2","0.23","0.21","0.0355286599416275","0.22","0.18","0.2","0.24","0.13","0.0457171959649765"
"r_vec","0.0434418731195486","0.3","0.2","0.26","0.26","0.2","0.200558126880451","0.27","0.16","0.23","0.31","0.27","0.204558126880451","0.16","0.29","0.28","0.18","0.25","0.188558126880451","0.16","0.21","0.18","0.22","0.2","0.150558126880451"
"r_vec","0.00263585875345142","0.12","0.13","0.17","0.13","0.16","0.139364141246549","0.21","0.24","0.21","0.23","0.28","0.231364141246549","0.16","0.15","0.12","0.19","0.16","0.153364141246549","0.23","0.15","0.28","0.25","0.17","0.213364141246549"
"r_vec","0.65506457530454","0.44","0.42","0.34","0.37","0.24","0.29306457530454","0.33","0.29","0.19","0.22","0.24","0.40106457530454","0.39","0.35","0.38","0.36","0.35","0.28906457530454","0.26","0.26","0.24","0.3","0.28","0.38706457530454"
"r_vec","0.0128367017791466","0.25","0.25","0.3","0.3","0.26","0.259163298220853","0.27","0.37","0.39","0.41","0.41","0.357163298220853","0.34","0.28","0.29","0.28","0.3","0.285163298220853","0.24","0.32","0.36","0.29","0.32","0.293163298220853"
"r_vec","0.0822152800850142","0.06","0.13","0.12","0.1","0.13","0.0346708319489915","0.13","0.18","0.14","0.13","0.12","0.0577847199149858","0.15","0.14","0.17","0.11","0.1","0.0517847199149858","0.05","0.08","0.1","0.07","0.13","0.0224430560170028"
