"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.924990109602596","0.65","0.74","0.68","0.77","0.64","0.228990109602596","0.53","0.55","0.48","0.49","0.52","0.410990109602596","0.71","0.57","0.71","0.57","0.56","0.300990109602596","0.63","0.61","0.56","0.58","0.56","0.336990109602596"
"r_vec","0.730260197407953","0.4","0.43","0.52","0.45","0.54","0.262260197407953","0.3","0.36","0.28","0.3","0.35","0.412260197407953","0.43","0.5","0.41","0.48","0.42","0.282260197407953","0.44","0.34","0.37","0.38","0.46","0.332260197407953"
"r_vec","0.401373661102159","0.21","0.22","0.19","0.23","0.33","0.165373661102159","0.11","0.16","0.13","0.17","0.15","0.257373661102159","0.2","0.19","0.19","0.36","0.28","0.157373661102159","0.17","0.24","0.23","0.25","0.23","0.177373661102159"
"r_vec","0.239513726606691","0.26","0.26","0.19","0.24","0.22","0.0220972546786619","0.38","0.43","0.41","0.38","0.4","0.160486273393309","0.24","0.34","0.19","0.3","0.36","0.0662917640359856","0.18","0.18","0.2","0.14","0.16","0.0675137266066906"
"r_vec","0.509678058479712","0.31","0.23","0.24","0.21","0.33","0.245678058479712","0.23","0.24","0.2","0.21","0.23","0.287678058479712","0.23","0.29","0.3","0.24","0.21","0.255678058479712","0.17","0.22","0.2","0.21","0.21","0.307678058479712"
"r_vec","0.220582138928241","0.17","0.23","0.2","0.19","0.19","0.0283492833569445","0.11","0.13","0.09","0.06","0.1","0.122582138928241","0.22","0.15","0.17","0.21","0.13","0.0445821389282408","0.24","0.24","0.16","0.2","0.23","0.0258835722143518"
"r_vec","0.0219404628518362","0.09","0.13","0.16","0.16","0.14","0.114059537148164","0.03","0.02","0.05","0.01","0","0.0143880925703672","0.07","0.14","0.12","0.08","0.06","0.0720595371481638","0.24","0.22","0.24","0.2","0.2","0.198059537148164"
"r_vec","0.50251831090286","0.45","0.4","0.33","0.4","0.43","0.10051831090286","0.49","0.58","0.58","0.54","0.47","0.0474963378194279","0.43","0.44","0.48","0.44","0.45","0.0545183109028603","0.23","0.29","0.24","0.29","0.27","0.23851831090286"
"r_vec","0.0878224148614604","0.19","0.2","0.24","0.27","0.25","0.14217758513854","0.01","0.07","0.07","0.05","0.06","0.0358224148614604","0.21","0.18","0.28","0.14","0.17","0.10817758513854","0.32","0.36","0.36","0.32","0.33","0.25017758513854"
"r_vec","0.246673474183543","0.13","0.13","0.13","0.07","0.13","0.128673474183543","0.1","0.13","0.1","0.08","0.12","0.140673474183543","0.09","0.13","0.1","0.12","0.13","0.132673474183543","0.07","0.1","0.06","0.09","0.1","0.162673474183543"
