"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.852869222701646","0.69","0.66","0.71","0.63","0.52","0.210869222701646","0.7","0.67","0.77","0.62","0.73","0.154869222701646","0.74","0.66","0.64","0.72","0.69","0.162869222701646","0.6","0.6","0.68","0.63","0.57","0.236869222701646"
"r_vec","0.645924039482849","0.42","0.48","0.44","0.42","0.5","0.193924039482849","0.34","0.43","0.49","0.47","0.37","0.225924039482849","0.44","0.43","0.4","0.36","0.4","0.239924039482849","0.39","0.44","0.38","0.37","0.39","0.251924039482849"
"r_vec","0.349562329872453","0.25","0.23","0.18","0.24","0.17","0.135562329872453","0.18","0.27","0.17","0.21","0.28","0.127562329872453","0.18","0.21","0.18","0.29","0.17","0.143562329872453","0.23","0.35","0.21","0.27","0.21","0.0957373979234715"
"r_vec","0.244692963521316","0.21","0.21","0.21","0.22","0.23","0.0286929635213159","0.28","0.21","0.3","0.24","0.28","0.0330614072957368","0.24","0.25","0.25","0.24","0.24","0.00493859270426319","0.21","0.21","0.2","0.27","0.25","0.0289385927042632"
"r_vec","0.389348660162526","0.27","0.24","0.28","0.33","0.23","0.119348660162526","0.21","0.21","0.25","0.32","0.35","0.121348660162526","0.2","0.24","0.22","0.26","0.23","0.159348660162526","0.24","0.21","0.25","0.25","0.22","0.155348660162526"
"r_vec","0.256575379320323","0.25","0.22","0.24","0.19","0.16","0.0445753793203226","0.17","0.18","0.18","0.24","0.15","0.0725753793203227","0.2","0.26","0.17","0.18","0.19","0.0579452275921936","0.25","0.27","0.16","0.22","0.2","0.0419452275921936"
"r_vec","0.0726428378884291","0.14","0.17","0.16","0.16","0.15","0.0833571621115709","0.06","0.16","0.19","0.15","0.12","0.0684142972669425","0.14","0.12","0.19","0.2","0.14","0.0853571621115709","0.15","0.15","0.18","0.21","0.22","0.109357162111571"
"r_vec","0.440050081161629","0.35","0.33","0.44","0.46","0.43","0.0460300486969776","0.38","0.33","0.34","0.36","0.32","0.0940500811616292","0.39","0.33","0.34","0.32","0.32","0.100050081161629","0.35","0.29","0.31","0.35","0.28","0.124050081161629"
"r_vec","0.173647429858512","0.24","0.23","0.21","0.24","0.17","0.0458115420848926","0.22","0.27","0.17","0.24","0.3","0.0678115420848926","0.35","0.23","0.26","0.19","0.23","0.0783525701414877","0.3","0.31","0.25","0.29","0.26","0.108352570141488"
"r_vec","0.193991542522213","0.09","0.11","0.14","0.09","0.13","0.0819915425222128","0.13","0.13","0.1","0.11","0.06","0.0879915425222128","0.16","0.13","0.08","0.11","0.1","0.0779915425222128","0.06","0.12","0.1","0.1","0.11","0.0959915425222128"
