"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.757198897178937","0.67","0.61","0.75","0.71","0.75","0.0591988971789365","0.76","0.73","0.72","0.71","0.79","0.0294397794357873","0.66","0.63","0.77","0.66","0.68","0.0823193383073619","0.7","0.64","0.58","0.59","0.71","0.113198897178937"
"r_vec","0.520841093945284","0.43","0.65","0.44","0.47","0.47","0.0805046563671704","0.55","0.5","0.59","0.44","0.53","0.0418317812109432","0.53","0.51","0.41","0.5","0.44","0.0465046563671704","0.37","0.43","0.36","0.45","0.43","0.112841093945284"
"r_vec","0.258186368509581","0.25","0.18","0.22","0.29","0.21","0.0409118211057488","0.27","0.33","0.34","0.24","0.15","0.0583627262980837","0.28","0.22","0.24","0.26","0.23","0.0216372737019163","0.2","0.26","0.24","0.18","0.23","0.0369118211057488"
"r_vec","0.387096024633652","0.24","0.24","0.28","0.28","0.26","0.127096024633652","0.17","0.13","0.23","0.21","0.18","0.203096024633652","0.3","0.26","0.23","0.21","0.2","0.147096024633652","0.2","0.24","0.23","0.12","0.21","0.187096024633652"
"r_vec","0.391507557249766","0.3","0.25","0.25","0.25","0.24","0.133507557249766","0.24","0.25","0.32","0.23","0.25","0.133507557249766","0.19","0.22","0.2","0.28","0.29","0.155507557249766","0.18","0.25","0.2","0.23","0.18","0.183507557249766"
"r_vec","0.129333536695518","0.24","0.3","0.26","0.17","0.21","0.106666463304482","0.25","0.32","0.28","0.2","0.29","0.138666463304482","0.18","0.19","0.21","0.24","0.25","0.0846664633044821","0.21","0.18","0.21","0.2","0.24","0.0786664633044821"
"r_vec","0.0133626851450819","0.11","0.16","0.16","0.16","0.08","0.120637314854918","0.16","0.22","0.29","0.23","0.22","0.210637314854918","0.19","0.12","0.22","0.17","0.14","0.154637314854918","0.19","0.2","0.19","0.23","0.2","0.188637314854918"
"r_vec","0.612215759126686","0.27","0.37","0.41","0.33","0.32","0.272215759126686","0.23","0.22","0.18","0.2","0.2","0.406215759126686","0.31","0.35","0.35","0.31","0.34","0.280215759126686","0.27","0.26","0.28","0.26","0.25","0.348215759126686"
"r_vec","0.050897676087751","0.16","0.22","0.29","0.21","0.26","0.177102323912249","0.32","0.34","0.41","0.29","0.31","0.283102323912249","0.26","0.22","0.25","0.19","0.26","0.185102323912249","0.42","0.27","0.24","0.31","0.25","0.247102323912249"
"r_vec","0.166387822756733","0.14","0.08","0.17","0.1","0.11","0.0478326936540395","0.12","0.22","0.15","0.08","0.13","0.0478326936540396","0.11","0.16","0.2","0.14","0.15","0.0278326936540396","0.09","0.05","0.05","0.14","0.08","0.0843878227567326"
