"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.316053450404677","0.55","0.6","0.58","0.58","0.53","0.251946549595323","0.56","0.56","0.55","0.57","0.62","0.255946549595323","0.55","0.55","0.55","0.46","0.49","0.203946549595323","0.72","0.6","0.6","0.53","0.57","0.287946549595323"
"r_vec","0.105790160490768","0.31","0.39","0.31","0.41","0.36","0.250209839509231","0.38","0.37","0.29","0.31","0.41","0.246209839509231","0.36","0.4","0.4","0.33","0.38","0.268209839509231","0.43","0.4","0.44","0.35","0.48","0.314209839509231"
"r_vec","0.0254385622276249","0.14","0.17","0.19","0.16","0.15","0.136561437772375","0.16","0.24","0.19","0.19","0.16","0.162561437772375","0.15","0.21","0.23","0.23","0.19","0.176561437772375","0.16","0.17","0.14","0.23","0.17","0.148561437772375"
"r_vec","0.575264068875093","0.43","0.32","0.33","0.38","0.42","0.199264068875093","0.44","0.4","0.47","0.32","0.4","0.169264068875093","0.44","0.35","0.32","0.37","0.34","0.211264068875093","0.18","0.15","0.22","0.16","0.22","0.389264068875093"
"r_vec","0.10119833990857","0.23","0.29","0.22","0.27","0.18","0.13680166009143","0.29","0.19","0.23","0.26","0.27","0.14680166009143","0.31","0.2","0.18","0.25","0.22","0.13080166009143","0.21","0.2","0.2","0.21","0.26","0.11480166009143"
"r_vec","0.00459182058219893","0.13","0.14","0.13","0.07","0.21","0.131408179417801","0.15","0.07","0.1","0.15","0.13","0.115408179417801","0.16","0.09","0.1","0.14","0.06","0.105408179417801","0.24","0.26","0.22","0.2","0.11","0.201408179417801"
"r_vec","4.57274771334698e-05","0.02","0.01","0.06","0.04","0.06","0.0379542725228665","0.06","0.04","0.02","0.09","0.07","0.0559542725228665","0.06","0.05","0.04","0.03","0","0.0359725635137199","0.2","0.2","0.17","0.18","0.17","0.183954272522867"
"r_vec","0.655085843778794","0.5","0.46","0.47","0.49","0.47","0.177085843778794","0.49","0.44","0.57","0.44","0.59","0.149085843778794","0.42","0.5","0.61","0.49","0.58","0.135085843778794","0.35","0.25","0.34","0.26","0.29","0.357085843778794"
"r_vec","0.00057555083657724","0.09","0.15","0.06","0.14","0.06","0.0994244491634228","0.08","0.11","0.16","0.1","0.05","0.0994244491634228","0.09","0.12","0.1","0.08","0.04","0.0854244491634228","0.3","0.33","0.3","0.35","0.33","0.321424449163423"
"r_vec","0.0213765650048697","0.1","0.07","0.08","0.09","0.09","0.0646234349951303","0.11","0.07","0.11","0.08","0.12","0.0766234349951303","0.07","0.16","0.08","0.12","0.09","0.0826234349951303","0.05","0.08","0.12","0.13","0.1","0.0746234349951303"
