"V1","V2","V3"
5.925651143305,4.24871860584244,8.29542155237868
4.91189022501931,3.06299468898214,10.10336299357
5.88036538520828,3.25190297258087,11.5468295111787
6.39253184269182,3.17248163209297,10.2490849806927
5.87030946346931,5.27890426618978,10.0976027173456
7.3303232465405,4.14751621242613,12.0646009438206
5.24626741954125,3.53586729313247,10.8647639658302
5.66124982852489,3.28689384204336,9.3870240226388
5.51376612111926,2.78961461316794,10.8396088827867
6.33752959617414,3.14921518252231,10.8789251495618
5.16999729396775,3.69886441435665,11.0435491290409
6.24024113710038,4.82216924475506,8.91158199775964
6.29644316807389,4.97868640394881,9.78811562247574
6.98533137631603,4.16376134660095,11.9722623170819
6.71612600050867,3.56853373162448,8.64790216484107
5.60728020220995,3.04893457959406,10.7596318649594
6.68049826589413,4.20000777277164,11.8361385648604
6.61142795649357,4.04468301264569,10.1541467201896
5.81518813455477,4.21654578112066,10.9048300418071
6.36539223324507,4.68950022524223,10.7600972070359
5.8634232096374,5.25091234524734,8.77403734857216
7.05164891970344,3.10404390376061,11.5609556587879
5.77351743425243,2.27113679796457,8.41232626419514
7.7319855960086,5.93895965185948,8.29405930452049
7.27917268243618,5.41508562909439,10.6975220376626
5.48302101856098,3.90310553531162,10.1418226456735
6.04612496634945,3.51154339197092,10.0497943130322
7.11876414553262,3.73934345599264,9.48685788991861
5.45194865623489,3.422261192929,10.0527229434811
5.77888958225958,4.13630887446925,10.6320461237337
5.92805239907466,5.86678192648105,8.27212850097567
7.38858696143143,4.21953749773093,12.4046238758601
6.54722360614687,4.90083632804453,8.92428674013354
6.89627157477662,4.64112721779384,11.5753118542489
6.61493273056112,4.41697893827222,10.8457746545319
5.73359365644865,2.54106660652906,10.2827981901355
6.002879624255,3.90783708239906,11.4474865717348
6.29077164060436,3.14852625294589,10.0285294025671
4.86107477988116,3.68771634693258,10.5503411022946
5.64269884559326,4.24788699066266,8.28851263923571
5.30643398710527,5.2207239465788,9.13952736346982
5.9525616497267,3.08642325503752,11.2056983280927
6.54136198293418,3.0467718646396,12.4651380304713
4.58847666345537,2.20959289046004,9.33909216057509
7.09342532511801,5.16098654642701,9.55397068080492
6.32266233162954,3.71279698959552,8.54938812647015
6.23006530175917,3.37337827356532,9.71963874879293
4.1535060161259,3.9098944333382,9.03880047565326
5.26802828721702,2.58637903304771,8.24375567701645
7.34492463013157,4.29789824574254,10.7937147154007
7.85714447102509,3.33002418908291,11.3434115159325
5.42900754557922,3.69927475391887,7.10416723554954
6.17323228227906,4.88658777019009,10.9608233650215
5.71096116048284,4.83975477912463,8.56780288671143
6.01995534216985,4.74774201679975,9.35735910059884
7.64817406493239,5.17879833746701,9.43072067480534
4.93061986239627,2.76355654164217,11.0096653392538
5.70524464547634,4.42870399146341,10.0751007397193
7.0823736495804,5.19215620518662,10.3881450907793
5.47704782406799,2.77618809998967,9.33243689965457
6.06126895011403,4.09245479432866,10.5923098456115
5.06341710872948,3.00822634645738,12.4760238148738
6.73188667930663,3.94235441973433,8.93376080226153
5.9162123799324,2.66250299685635,8.76310900738463
5.29454461834393,2.24311440531164,8.19441092107445
6.61873502843082,3.99327877257019,10.0504288484808
5.38171213655733,4.62048813514411,8.75846334849484
6.57527910382487,3.63290592958219,9.1527036591433
4.86452234629542,3.63831940852106,8.76103463117033
5.96652714023367,3.73036739812233,10.328219279414
6.31612887210213,4.75235510780476,9.50430447468534
6.41815401450731,3.01684748893604,10.0955819678493
6.04951708065346,3.51641199714504,7.94906454253942
6.47880241228268,4.8664855659008,11.3587626614608
