"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.934316465148768","0.55","0.59","0.74","0.57","0.65","0.314316465148768","0.73","0.75","0.8","0.77","0.81","0.162316465148768","0.65","0.61","0.71","0.66","0.65","0.278316465148768","0.59","0.61","0.67","0.6","0.64","0.312316465148768"
"r_vec","0.697245131714766","0.42","0.37","0.36","0.39","0.28","0.333245131714766","0.54","0.57","0.49","0.59","0.55","0.149245131714766","0.43","0.47","0.49","0.46","0.45","0.237245131714766","0.35","0.43","0.44","0.38","0.45","0.287245131714766"
"r_vec","0.324921656218951","0.15","0.12","0.24","0.19","0.15","0.154921656218951","0.35","0.31","0.32","0.28","0.27","0.0289529937313703","0.22","0.19","0.26","0.28","0.22","0.0909216562189506","0.21","0.16","0.25","0.2","0.19","0.122921656218951"
"r_vec","0.297617866859905","0.39","0.39","0.41","0.38","0.34","0.0843821331400955","0.2","0.27","0.13","0.28","0.25","0.0716178668599045","0.35","0.34","0.28","0.23","0.27","0.0415235733719809","0.2","0.19","0.2","0.19","0.15","0.111617866859905"
"r_vec","0.608607878839075","0.25","0.39","0.27","0.31","0.25","0.314607878839075","0.39","0.29","0.24","0.37","0.29","0.292607878839075","0.29","0.32","0.29","0.24","0.21","0.338607878839075","0.21","0.14","0.17","0.19","0.24","0.418607878839075"
"r_vec","0.0886372528756918","0.09","0.1","0.12","0.1","0.13","0.0193627471243082","0.27","0.23","0.21","0.3","0.32","0.177362747124308","0.21","0.18","0.11","0.19","0.18","0.0853627471243082","0.19","0.23","0.25","0.23","0.19","0.129362747124308"
"r_vec","0.000596873635878788","0.04","0.02","0.03","0.01","0.02","0.0234031263641212","0.15","0.2","0.17","0.15","0.15","0.163403126364121","0.1","0.12","0.08","0.12","0.07","0.0974031263641212","0.23","0.21","0.17","0.16","0.18","0.189403126364121"
"r_vec","0.659114546249981","0.53","0.49","0.59","0.49","0.54","0.131114546249981","0.36","0.35","0.38","0.38","0.37","0.291114546249981","0.49","0.37","0.44","0.37","0.53","0.219114546249981","0.36","0.33","0.23","0.35","0.31","0.343114546249981"
"r_vec","0.0114236697416187","0.09","0.02","0.1","0.09","0.08","0.0645763302583813","0.29","0.2","0.2","0.17","0.24","0.208576330258381","0.15","0.21","0.23","0.19","0.14","0.172576330258381","0.29","0.31","0.33","0.36","0.33","0.312576330258381"
"r_vec","0.247111199448998","0.12","0.13","0.11","0.1","0.13","0.129111199448998","0.14","0.18","0.2","0.17","0.15","0.0791111994489981","0.12","0.23","0.15","0.21","0.1","0.0851111994489981","0.1","0.12","0.06","0.1","0.15","0.141111199448998"
