"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.65196876397632","0.35","0.37","0.42","0.33","0.51","0.25596876397632","0.66","0.7","0.81","0.71","0.68","0.0600312360236801","0.56","0.49","0.6","0.5","0.41","0.13996876397632","0.53","0.61","0.53","0.49","0.73","0.105181258385792"
"r_vec","0.234430644114752","0.18","0.26","0.17","0.16","0.22","0.0466583864688511","0.56","0.47","0.54","0.55","0.49","0.287569355885248","0.34","0.35","0.27","0.27","0.46","0.103569355885248","0.48","0.43","0.42","0.41","0.32","0.177569355885248"
"r_vec","0.0394796085331502","0.11","0.05","0.12","0.05","0.1","0.0465203914668498","0.2","0.31","0.26","0.27","0.24","0.21652039146685","0.11","0.14","0.14","0.1","0.15","0.0885203914668498","0.12","0.21","0.2","0.23","0.11","0.13452039146685"
"r_vec","0.721166338890327","0.5","0.37","0.5","0.47","0.49","0.255166338890327","0.38","0.35","0.37","0.36","0.36","0.357166338890327","0.42","0.45","0.46","0.53","0.45","0.259166338890327","0.26","0.24","0.25","0.29","0.23","0.467166338890327"
"r_vec","0.231458237553849","0.23","0.21","0.24","0.13","0.16","0.0408749425323094","0.27","0.36","0.41","0.27","0.41","0.112541762446151","0.28","0.2","0.32","0.19","0.27","0.0497083524892302","0.25","0.26","0.19","0.14","0.23","0.0362916475107698"
"r_vec","0.00297240656090263","0.04","0.01","0.03","0.01","0.03","0.0210275934390974","0.16","0.1","0.11","0.2","0.15","0.141027593439097","0.09","0.13","0.06","0.05","0.07","0.0770275934390974","0.18","0.18","0.22","0.17","0.17","0.181027593439097"
"r_vec","1.0068082949277e-06","0","0","0","0","0.01","0.00200060408497696","0.03","0","0.06","0.02","0.02","0.025999395915023","0.01","0.03","0.01","0.01","0","0.011999395915023","0.12","0.14","0.16","0.14","0.12","0.135998993191705"
"r_vec","0.916026416976817","0.56","0.48","0.64","0.59","0.6","0.342026416976817","0.58","0.58","0.54","0.54","0.6","0.348026416976817","0.58","0.62","0.53","0.49","0.65","0.342026416976817","0.3","0.32","0.31","0.43","0.4","0.564026416976817"
"r_vec","9.19643034075564e-05","0","0.01","0","0.01","0.02","0.00798160713931849","0.05","0.08","0.07","0.08","0.1","0.0759080356965924","0.01","0.03","0.03","0.05","0.03","0.0299080356965924","0.2","0.23","0.18","0.19","0.17","0.193908035696592"
"r_vec","0.0365981594673602","0.08","0.09","0.04","0.09","0.06","0.0354018405326398","0.18","0.19","0.14","0.12","0.15","0.11940184053264","0.11","0.12","0.08","0.12","0.07","0.0634018405326398","0.09","0.09","0.16","0.11","0.09","0.0714018405326398"
