"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.996342545595802","0.78","0.8","0.73","0.79","0.8","0.216342545595802","0.77","0.85","0.89","0.8","0.85","0.164342545595802","0.7","0.68","0.72","0.68","0.77","0.286342545595802","0.49","0.61","0.58","0.64","0.6","0.412342545595802"
"r_vec","0.944193860365654","0.58","0.57","0.63","0.52","0.46","0.392193860365654","0.59","0.51","0.51","0.59","0.65","0.374193860365654","0.5","0.63","0.55","0.47","0.62","0.390193860365654","0.47","0.32","0.38","0.33","0.46","0.552193860365654"
"r_vec","0.658274700833152","0.28","0.29","0.36","0.32","0.29","0.350274700833152","0.24","0.31","0.3","0.29","0.42","0.346274700833152","0.37","0.28","0.23","0.3","0.26","0.370274700833152","0.23","0.17","0.19","0.14","0.16","0.480274700833152"
"r_vec","0.00566239661688708","0.3","0.41","0.24","0.28","0.28","0.296337603383113","0.27","0.29","0.22","0.22","0.34","0.262337603383113","0.38","0.32","0.24","0.36","0.32","0.318337603383113","0.15","0.18","0.21","0.18","0.13","0.164337603383113"
"r_vec","0.343308997362784","0.33","0.36","0.4","0.39","0.31","0.0333382005274431","0.42","0.37","0.4","0.31","0.41","0.0520146015823293","0.32","0.36","0.24","0.27","0.35","0.0446617994725569","0.14","0.25","0.25","0.17","0.15","0.151308997362784"
"r_vec","0.600884863002869","0.23","0.22","0.15","0.13","0.22","0.410884863002869","0.32","0.18","0.24","0.29","0.31","0.332884863002869","0.12","0.19","0.16","0.22","0.17","0.428884863002869","0.18","0.15","0.17","0.23","0.24","0.406884863002869"
"r_vec","0.0500737997189527","0.12","0.05","0.09","0.09","0.08","0.0359557201686284","0.07","0.04","0.04","0.04","0.08","0.0160147599437905","0.08","0.06","0.03","0.08","0.07","0.0219557201686284","0.24","0.18","0.21","0.15","0.21","0.147926200281047"
"r_vec","0.0764096453197538","0.49","0.47","0.32","0.41","0.48","0.357590354680246","0.41","0.42","0.39","0.48","0.39","0.341590354680246","0.58","0.45","0.56","0.42","0.46","0.417590354680246","0.29","0.26","0.38","0.27","0.33","0.229590354680246"
"r_vec","0.265245710548587","0.23","0.11","0.2","0.23","0.17","0.077245710548587","0.14","0.13","0.16","0.11","0.17","0.123245710548587","0.15","0.17","0.14","0.11","0.12","0.127245710548587","0.29","0.31","0.36","0.32","0.37","0.064754289451413"
"r_vec","0.272561748659917","0.17","0.1","0.13","0.18","0.17","0.122561748659917","0.17","0.17","0.15","0.23","0.14","0.100561748659917","0.15","0.21","0.15","0.11","0.13","0.122561748659917","0.11","0.15","0.1","0.11","0.15","0.148561748659917"
