"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.966171047137728","0.76","0.76","0.66","0.7","0.78","0.234171047137728","0.66","0.68","0.49","0.58","0.68","0.348171047137728","0.59","0.56","0.56","0.7","0.62","0.360171047137728","0.63","0.6","0.56","0.61","0.57","0.372171047137728"
"r_vec","0.73107948855286","0.5","0.47","0.42","0.58","0.54","0.22907948855286","0.45","0.26","0.49","0.43","0.44","0.31707948855286","0.33","0.41","0.38","0.42","0.42","0.33907948855286","0.39","0.45","0.35","0.39","0.37","0.34107948855286"
"r_vec","0.311220100337658","0.22","0.28","0.25","0.28","0.27","0.0512201003376582","0.16","0.14","0.14","0.2","0.23","0.137220100337658","0.24","0.16","0.15","0.24","0.19","0.115220100337658","0.11","0.16","0.25","0.21","0.11","0.143220100337658"
"r_vec","0.268274392573949","0.31","0.31","0.35","0.38","0.44","0.089725607426051","0.45","0.48","0.48","0.45","0.51","0.205725607426051","0.36","0.5","0.36","0.42","0.29","0.117725607426051","0.24","0.27","0.17","0.16","0.22","0.0569646355443694"
"r_vec","0.666205360674767","0.37","0.35","0.34","0.38","0.34","0.310205360674767","0.29","0.34","0.31","0.3","0.28","0.362205360674767","0.26","0.27","0.35","0.33","0.34","0.356205360674767","0.18","0.24","0.24","0.17","0.21","0.458205360674767"
"r_vec","0.0648741278780924","0.12","0.24","0.23","0.15","0.21","0.125125872121908","0.09","0.09","0.08","0.05","0.09","0.0210755232731446","0.1","0.11","0.07","0.16","0.08","0.0391258721219076","0.14","0.21","0.2","0.27","0.16","0.131125872121908"
"r_vec","0.000184040536318903","0.06","0.06","0.06","0.08","0.05","0.0618159594636811","0.02","0","0.01","0.02","0","0.00996319189273622","0.03","0.01","0.02","0.01","0.02","0.0178159594636811","0.18","0.15","0.19","0.16","0.18","0.171815959463681"
"r_vec","0.682645076370758","0.55","0.44","0.46","0.54","0.52","0.180645076370758","0.57","0.59","0.61","0.65","0.69","0.0635870458224549","0.6","0.49","0.6","0.59","0.62","0.102645076370758","0.32","0.41","0.28","0.34","0.32","0.348645076370758"
"r_vec","0.0056727449547109","0.14","0.12","0.06","0.07","0.11","0.0943272550452891","0.01","0.06","0.04","0.08","0.05","0.0423272550452891","0.11","0.07","0.08","0.06","0.06","0.0703272550452891","0.34","0.23","0.19","0.26","0.25","0.248327255045289"
"r_vec","0.251834676877958","0.1","0.16","0.13","0.16","0.17","0.107834676877958","0.18","0.11","0.11","0.08","0.18","0.119834676877958","0.06","0.17","0.12","0.12","0.09","0.139834676877958","0.09","0.08","0.1","0.09","0.08","0.163834676877958"
