"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.965733530015162","0.61","0.59","0.68","0.67","0.65","0.325733530015162","0.69","0.59","0.7","0.68","0.63","0.307733530015162","0.67","0.59","0.67","0.62","0.6","0.335733530015162","0.52","0.66","0.58","0.55","0.61","0.381733530015162"
"r_vec","0.793061443926458","0.4","0.46","0.36","0.39","0.57","0.357061443926458","0.49","0.52","0.51","0.43","0.44","0.315061443926458","0.38","0.37","0.29","0.4","0.35","0.435061443926458","0.32","0.39","0.43","0.42","0.41","0.399061443926458"
"r_vec","0.427727060183121","0.2","0.17","0.12","0.13","0.29","0.245727060183121","0.19","0.22","0.27","0.23","0.25","0.195727060183121","0.2","0.15","0.22","0.21","0.21","0.229727060183121","0.2","0.22","0.13","0.19","0.18","0.243727060183121"
"r_vec","0.203447189283249","0.4","0.34","0.3","0.29","0.4","0.142552810716751","0.37","0.37","0.37","0.4","0.41","0.180552810716751","0.27","0.26","0.43","0.41","0.42","0.154552810716751","0.2","0.21","0.31","0.2","0.28","0.0393105621433501"
"r_vec","0.644905715128506","0.34","0.35","0.34","0.3","0.28","0.322905715128506","0.21","0.36","0.35","0.28","0.25","0.354905715128506","0.28","0.29","0.31","0.26","0.23","0.370905715128506","0.17","0.16","0.22","0.19","0.11","0.474905715128506"
"r_vec","0.148155728797952","0.07","0.16","0.13","0.13","0.12","0.0308934372787714","0.21","0.2","0.19","0.16","0.16","0.0358442712020477","0.12","0.11","0.11","0.14","0.14","0.0241557287979523","0.24","0.22","0.24","0.15","0.27","0.0758442712020477"
"r_vec","0.00183250165352009","0.02","0.04","0.09","0.02","0.03","0.0381674983464799","0.06","0.08","0.03","0.03","0.06","0.0501674983464799","0.03","0.02","0.05","0.02","0.02","0.0261674983464799","0.2","0.14","0.19","0.17","0.14","0.16616749834648"
"r_vec","0.545420776545989","0.5","0.53","0.53","0.56","0.49","0.0292524659275931","0.5","0.53","0.47","0.53","0.53","0.0334207765459885","0.49","0.57","0.53","0.36","0.59","0.0650841553091977","0.34","0.29","0.37","0.32","0.38","0.205420776545989"
"r_vec","0.0251932981341184","0.1","0.08","0.04","0.09","0.15","0.0668067018658816","0.12","0.09","0.1","0.07","0.09","0.0688067018658816","0.06","0.1","0.08","0.06","0.07","0.0488067018658816","0.25","0.25","0.26","0.27","0.25","0.230806701865882"
"r_vec","0.302932127865766","0.13","0.15","0.12","0.15","0.1","0.172932127865766","0.14","0.18","0.14","0.16","0.11","0.156932127865766","0.21","0.13","0.1","0.09","0.11","0.174932127865766","0.14","0.1","0.07","0.05","0.07","0.216932127865766"
