"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.908031378648258","0.67","0.69","0.76","0.61","0.6","0.242031378648258","0.81","0.79","0.8","0.82","0.81","0.102031378648258","0.77","0.74","0.75","0.72","0.78","0.156031378648258","0.62","0.6","0.51","0.61","0.64","0.312031378648258"
"r_vec","0.598002915203954","0.48","0.42","0.53","0.42","0.36","0.156002915203954","0.59","0.59","0.64","0.54","0.63","0.0296005830407908","0.6","0.55","0.46","0.54","0.44","0.0808017491223725","0.34","0.43","0.46","0.41","0.43","0.184002915203954"
"r_vec","0.222124094432305","0.19","0.26","0.21","0.21","0.25","0.0244248188864611","0.29","0.36","0.29","0.27","0.32","0.0838759055676946","0.26","0.32","0.24","0.31","0.23","0.0498759055676946","0.21","0.2","0.23","0.16","0.17","0.0312744566593833"
"r_vec","0.396885907576301","0.35","0.34","0.32","0.31","0.32","0.0688859075763006","0.27","0.28","0.27","0.19","0.27","0.140885907576301","0.19","0.21","0.23","0.22","0.25","0.176885907576301","0.18","0.19","0.2","0.24","0.22","0.190885907576301"
"r_vec","0.555179921097756","0.31","0.25","0.25","0.28","0.31","0.275179921097756","0.31","0.31","0.35","0.38","0.39","0.207179921097756","0.31","0.25","0.24","0.31","0.34","0.265179921097756","0.18","0.15","0.21","0.08","0.22","0.387179921097756"
"r_vec","0.0428229941061986","0.2","0.14","0.16","0.18","0.13","0.119177005893801","0.29","0.27","0.3","0.3","0.28","0.245177005893801","0.29","0.24","0.3","0.25","0.23","0.219177005893801","0.18","0.24","0.16","0.26","0.17","0.159177005893801"
"r_vec","0.000129118208529655","0.04","0.05","0.03","0.03","0.05","0.0398708817914703","0.1","0.03","0.11","0.13","0.09","0.0918708817914703","0.14","0.15","0.1","0.14","0.15","0.13587088179147","0.16","0.14","0.17","0.17","0.15","0.15787088179147"
"r_vec","0.769161323530926","0.58","0.48","0.51","0.5","0.45","0.265161323530926","0.38","0.42","0.35","0.49","0.43","0.355161323530926","0.32","0.45","0.4","0.35","0.39","0.387161323530926","0.32","0.38","0.28","0.33","0.27","0.453161323530926"
"r_vec","0.00373252302555348","0.09","0.16","0.07","0.08","0.13","0.102267476974447","0.23","0.24","0.15","0.25","0.23","0.216267476974447","0.25","0.23","0.25","0.24","0.27","0.244267476974447","0.25","0.24","0.35","0.27","0.31","0.280267476974447"
"r_vec","0.18290450514313","0.07","0.13","0.13","0.12","0.13","0.0669045051431301","0.15","0.15","0.16","0.2","0.23","0.030580901028626","0.19","0.13","0.14","0.12","0.2","0.036580901028626","0.16","0.09","0.08","0.11","0.12","0.0709045051431301"
