"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.99788792530918","0.69","0.72","0.81","0.7","0.78","0.25788792530918","0.79","0.77","0.82","0.84","0.7","0.21388792530918","0.73","0.78","0.74","0.7","0.8","0.24788792530918","0.6","0.59","0.66","0.68","0.62","0.36788792530918"
"r_vec","0.945937877272081","0.52","0.58","0.58","0.65","0.66","0.347937877272081","0.56","0.56","0.54","0.58","0.52","0.393937877272081","0.5","0.55","0.53","0.54","0.6","0.401937877272081","0.41","0.37","0.43","0.38","0.39","0.549937877272081"
"r_vec","0.643418152790588","0.33","0.29","0.27","0.3","0.27","0.351418152790588","0.29","0.3","0.3","0.33","0.31","0.337418152790588","0.3","0.3","0.28","0.28","0.27","0.357418152790588","0.2","0.1","0.19","0.22","0.18","0.465418152790588"
"r_vec","0.051203235390148","0.24","0.2","0.18","0.25","0.2","0.162796764609852","0.2","0.22","0.24","0.17","0.24","0.162796764609852","0.2","0.28","0.28","0.2","0.24","0.188796764609852","0.11","0.16","0.15","0.09","0.14","0.078796764609852"
"r_vec","0.670233846179381","0.21","0.36","0.22","0.37","0.28","0.382233846179381","0.28","0.29","0.3","0.31","0.35","0.364233846179381","0.3","0.35","0.3","0.29","0.3","0.362233846179381","0.15","0.18","0.13","0.19","0.14","0.512233846179381"
"r_vec","0.275704031092702","0.34","0.28","0.27","0.3","0.32","0.0285775813443791","0.27","0.18","0.2","0.19","0.19","0.0697040310927016","0.18","0.21","0.19","0.27","0.27","0.0517040310927016","0.17","0.24","0.19","0.2","0.33","0.0714224186556209"
"r_vec","0.00285110945034834","0.18","0.19","0.15","0.16","0.14","0.161148890549652","0.08","0.07","0.11","0.08","0.11","0.0871488905496517","0.14","0.15","0.16","0.17","0.17","0.155148890549652","0.25","0.19","0.27","0.2","0.22","0.223148890549652"
"r_vec","0.308545897119651","0.38","0.37","0.25","0.4","0.37","0.0688724617282094","0.35","0.36","0.31","0.44","0.41","0.065454102880349","0.33","0.45","0.4","0.35","0.35","0.067454102880349","0.27","0.25","0.18","0.27","0.21","0.072545897119651"
"r_vec","0.048028172202338","0.34","0.36","0.28","0.31","0.31","0.271971827797662","0.26","0.23","0.22","0.19","0.25","0.181971827797662","0.33","0.22","0.22","0.27","0.31","0.221971827797662","0.38","0.36","0.33","0.48","0.37","0.335971827797662"
"r_vec","0.412891184449876","0.12","0.19","0.15","0.15","0.15","0.260891184449876","0.13","0.1","0.14","0.15","0.1","0.288891184449876","0.21","0.16","0.17","0.12","0.13","0.254891184449876","0.12","0.13","0.06","0.05","0.11","0.318891184449876"
