"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.761270784624995","0.68","0.72","0.6","0.69","0.78","0.0747624707749967","0.46","0.44","0.49","0.4","0.46","0.311270784624995","0.78","0.67","0.65","0.61","0.75","0.0767624707749967","0.57","0.57","0.62","0.57","0.53","0.189270784624995"
"r_vec","0.343659673956519","0.47","0.44","0.52","0.5","0.51","0.144340326043481","0.33","0.23","0.28","0.2","0.31","0.073659673956519","0.42","0.41","0.34","0.54","0.41","0.0818041956260886","0.34","0.4","0.38","0.51","0.42","0.0678041956260886"
"r_vec","0.0794507532252711","0.27","0.23","0.22","0.26","0.23","0.162549246774729","0.09","0.13","0.11","0.1","0.17","0.0405492467747289","0.22","0.22","0.23","0.17","0.2","0.128549246774729","0.21","0.24","0.22","0.18","0.28","0.146549246774729"
"r_vec","0.637383244675042","0.31","0.15","0.27","0.3","0.31","0.369383244675042","0.4","0.49","0.51","0.57","0.52","0.139383244675042","0.36","0.43","0.42","0.41","0.32","0.249383244675042","0.19","0.24","0.21","0.2","0.26","0.417383244675042"
"r_vec","0.334379253719021","0.35","0.36","0.27","0.29","0.26","0.0448758507438043","0.14","0.32","0.25","0.23","0.19","0.108379253719021","0.27","0.27","0.36","0.28","0.33","0.0426275522314128","0.29","0.26","0.26","0.19","0.24","0.0863792537190214"
"r_vec","0.00928042023749798","0.11","0.18","0.2","0.14","0.23","0.162719579762502","0.04","0.06","0.03","0.09","0.05","0.044719579762502","0.18","0.14","0.13","0.17","0.15","0.144719579762502","0.22","0.19","0.21","0.18","0.23","0.196719579762502"
"r_vec","1.2823573132716e-05","0.01","0.07","0.06","0.07","0.02","0.0459871764268673","0","0.01","0.04","0","0.01","0.0119974352853735","0.02","0.03","0.04","0.05","0.03","0.0339871764268673","0.24","0.17","0.16","0.16","0.17","0.179987176426867"
"r_vec","0.901085888230727","0.5","0.43","0.53","0.42","0.46","0.433085888230727","0.62","0.6","0.61","0.6","0.59","0.297085888230727","0.54","0.47","0.49","0.54","0.53","0.387085888230727","0.2","0.36","0.3","0.37","0.29","0.597085888230727"
"r_vec","0.000519100748696622","0.14","0.14","0.12","0.17","0.17","0.147480899251303","0.03","0.01","0.02","0.01","0.02","0.0174808992513034","0.1","0.1","0.04","0.13","0.07","0.0874808992513034","0.34","0.34","0.24","0.23","0.24","0.277480899251303"
"r_vec","0.0706766101633369","0.14","0.1","0.11","0.13","0.1","0.0453233898366631","0.1","0.11","0.09","0.11","0.07","0.0255940339019979","0.12","0.1","0.11","0.18","0.15","0.0613233898366631","0.07","0.08","0.08","0.12","0.09","0.0175940339019979"
