"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.997177817075009","0.86","0.9","0.82","0.83","0.79","0.157177817075009","0.72","0.78","0.71","0.73","0.69","0.271177817075009","0.82","0.8","0.79","0.76","0.72","0.219177817075009","0.53","0.6","0.55","0.65","0.6","0.411177817075009"
"r_vec","0.945782152136456","0.67","0.74","0.63","0.65","0.66","0.275782152136456","0.46","0.54","0.4","0.55","0.52","0.451782152136456","0.61","0.57","0.6","0.63","0.64","0.335782152136456","0.39","0.38","0.41","0.31","0.35","0.577782152136456"
"r_vec","0.655050343958036","0.31","0.31","0.33","0.39","0.33","0.321050343958036","0.31","0.29","0.28","0.28","0.24","0.375050343958036","0.21","0.32","0.26","0.32","0.35","0.363050343958036","0.14","0.14","0.31","0.16","0.19","0.467050343958036"
"r_vec","0.0458997472719756","0.22","0.16","0.19","0.19","0.16","0.138100252728024","0.29","0.36","0.38","0.34","0.33","0.294100252728024","0.11","0.2","0.12","0.21","0.09","0.100100252728024","0.24","0.28","0.22","0.24","0.23","0.196100252728024"
"r_vec","0.594879354622373","0.26","0.35","0.42","0.32","0.3","0.264879354622373","0.35","0.3","0.41","0.3","0.3","0.262879354622373","0.38","0.33","0.29","0.36","0.33","0.256879354622373","0.22","0.18","0.28","0.24","0.12","0.386879354622373"
"r_vec","0.350902797514083","0.27","0.44","0.32","0.27","0.28","0.0705416785084497","0.17","0.18","0.19","0.15","0.15","0.182902797514083","0.23","0.26","0.25","0.23","0.3","0.0969027975140828","0.17","0.22","0.16","0.22","0.17","0.162902797514083"
"r_vec","0.0082927116846472","0.11","0.1","0.18","0.12","0.15","0.123707288315353","0.04","0.02","0.03","0.05","0.02","0.0237072883153528","0.22","0.17","0.19","0.11","0.13","0.155707288315353","0.26","0.16","0.12","0.23","0.16","0.177707288315353"
"r_vec","0.25884844246663","0.4","0.36","0.37","0.36","0.33","0.10515155753337","0.57","0.52","0.48","0.54","0.67","0.29715155753337","0.42","0.34","0.32","0.34","0.33","0.0911515575333697","0.31","0.28","0.32","0.3","0.41","0.0651515575333697"
"r_vec","0.0860758246684126","0.26","0.25","0.24","0.23","0.28","0.165924175331587","0.08","0.15","0.09","0.07","0.04","0.0272151649336825","0.34","0.18","0.31","0.19","0.32","0.181924175331587","0.33","0.3","0.25","0.22","0.35","0.203924175331587"
"r_vec","0.381930659427718","0.07","0.16","0.19","0.17","0.18","0.227930659427718","0.07","0.12","0.19","0.16","0.14","0.245930659427718","0.14","0.17","0.15","0.17","0.16","0.223930659427718","0.14","0.14","0.11","0.1","0.1","0.263930659427718"
