"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.999856149349215","0.64","0.71","0.64","0.68","0.63","0.339856149349215","0.8","0.75","0.81","0.77","0.84","0.205856149349215","0.57","0.78","0.71","0.73","0.66","0.309856149349215","0.52","0.58","0.62","0.63","0.62","0.405856149349215"
"r_vec","0.98554446553266","0.44","0.5","0.4","0.58","0.4","0.52154446553266","0.55","0.51","0.55","0.56","0.6","0.431544465532659","0.45","0.43","0.49","0.46","0.4","0.53954446553266","0.44","0.31","0.42","0.42","0.37","0.593544465532659"
"r_vec","0.769743106888928","0.24","0.22","0.28","0.2","0.24","0.533743106888928","0.33","0.34","0.27","0.25","0.33","0.465743106888928","0.24","0.29","0.23","0.15","0.23","0.541743106888928","0.28","0.19","0.15","0.18","0.21","0.567743106888928"
"r_vec","0.00793026037536341","0.26","0.2","0.14","0.16","0.25","0.194069739624637","0.25","0.19","0.16","0.17","0.14","0.174069739624637","0.21","0.26","0.16","0.23","0.13","0.190069739624637","0.22","0.22","0.22","0.19","0.21","0.204069739624637"
"r_vec","0.516584433159218","0.19","0.26","0.15","0.17","0.31","0.300584433159218","0.24","0.29","0.19","0.28","0.22","0.272584433159218","0.23","0.24","0.2","0.21","0.29","0.282584433159218","0.21","0.24","0.34","0.24","0.18","0.274584433159218"
"r_vec","0.468960032373441","0.2","0.28","0.19","0.3","0.23","0.228960032373441","0.31","0.25","0.28","0.26","0.3","0.188960032373441","0.24","0.21","0.22","0.23","0.22","0.244960032373441","0.16","0.25","0.2","0.22","0.19","0.264960032373441"
"r_vec","0.00652519908524886","0.21","0.13","0.22","0.11","0.22","0.171474800914751","0.15","0.16","0.13","0.16","0.11","0.135474800914751","0.14","0.22","0.1","0.19","0.15","0.153474800914751","0.16","0.19","0.17","0.17","0.24","0.179474800914751"
"r_vec","0.125870308178816","0.28","0.41","0.26","0.36","0.37","0.210129691821184","0.33","0.33","0.28","0.28","0.38","0.194129691821184","0.39","0.39","0.35","0.35","0.36","0.242129691821184","0.3","0.33","0.31","0.34","0.34","0.198129691821184"
"r_vec","0.104386509925526","0.32","0.37","0.22","0.26","0.27","0.183613490074474","0.35","0.38","0.32","0.35","0.36","0.247613490074474","0.21","0.27","0.28","0.32","0.33","0.177613490074474","0.3","0.27","0.27","0.26","0.31","0.177613490074474"
"r_vec","0.398644385355764","0.15","0.12","0.15","0.14","0.1","0.266644385355764","0.16","0.16","0.08","0.21","0.15","0.246644385355764","0.1","0.12","0.13","0.11","0.13","0.280644385355764","0.13","0.18","0.15","0.14","0.15","0.248644385355764"
