"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.745592933545959","0.32","0.43","0.5","0.42","0.45","0.321592933545959","0.38","0.38","0.5","0.41","0.4","0.331592933545959","0.5","0.55","0.49","0.5","0.58","0.221592933545959","0.53","0.61","0.54","0.56","0.58","0.181592933545959"
"r_vec","0.286554622782404","0.26","0.21","0.21","0.21","0.22","0.0645546227824036","0.21","0.22","0.21","0.2","0.22","0.0745546227824036","0.3","0.3","0.28","0.43","0.33","0.0440672263305578","0.42","0.31","0.41","0.38","0.47","0.111445377217596"
"r_vec","0.0468406850269047","0.12","0.09","0.14","0.05","0.1","0.0531593149730954","0.1","0.07","0.11","0.03","0.11","0.0438955889838572","0.13","0.18","0.06","0.14","0.17","0.0891593149730954","0.26","0.22","0.15","0.18","0.19","0.153159314973095"
"r_vec","0.697112219721944","0.32","0.5","0.46","0.4","0.46","0.269112219721944","0.48","0.46","0.55","0.53","0.45","0.203112219721944","0.48","0.55","0.44","0.55","0.44","0.205112219721944","0.21","0.2","0.18","0.18","0.24","0.495112219721944"
"r_vec","0.283428210741185","0.22","0.17","0.18","0.17","0.2","0.0954282107411848","0.1","0.16","0.2","0.26","0.16","0.107428210741185","0.21","0.29","0.24","0.3","0.27","0.030685642148237","0.33","0.22","0.16","0.2","0.27","0.0660569264447109"
"r_vec","0.0031264120412188","0.08","0.04","0.04","0.05","0.04","0.0468735879587812","0.02","0.02","0.04","0.03","0.03","0.0248735879587812","0.03","0.09","0.11","0.09","0.1","0.0808735879587812","0.18","0.19","0.17","0.19","0.13","0.168873587958781"
"r_vec","6.65364753460609e-07","0","0","0","0","0","6.65364753460609e-07","0","0","0","0","0.01","0.00200039921885208","0","0.02","0.01","0","0.02","0.00999986692704931","0.16","0.16","0.2","0.16","0.18","0.171999334635247"
"r_vec","0.936747277623652","0.58","0.6","0.56","0.62","0.54","0.356747277623652","0.54","0.7","0.55","0.55","0.61","0.346747277623652","0.56","0.61","0.5","0.54","0.57","0.380747277623652","0.27","0.27","0.29","0.32","0.36","0.634747277623652"
"r_vec","7.95452185457926e-05","0.02","0.02","0.02","0.01","0.02","0.0179204547814542","0.01","0","0","0.01","0","0.00401590904370916","0.01","0.05","0","0.03","0.05","0.0279522728688725","0.26","0.25","0.31","0.28","0.27","0.273920454781454"
"r_vec","0.0437931528394781","0.06","0.03","0.07","0.09","0.07","0.0257241082963132","0.06","0.06","0.07","0.07","0.09","0.0262068471605219","0.11","0.11","0.07","0.11","0.07","0.0502068471605219","0.07","0.11","0.07","0.11","0.09","0.0462068471605219"
