"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.990027183094134","0.62","0.71","0.72","0.66","0.7","0.308027183094134","0.39","0.44","0.5","0.42","0.43","0.554027183094133","0.66","0.66","0.7","0.78","0.75","0.280027183094133","0.57","0.64","0.59","0.71","0.62","0.364027183094134"
"r_vec","0.835371327614685","0.54","0.49","0.46","0.54","0.46","0.337371327614685","0.22","0.26","0.29","0.29","0.25","0.573371327614685","0.38","0.43","0.42","0.48","0.52","0.389371327614685","0.34","0.4","0.42","0.58","0.42","0.403371327614685"
"r_vec","0.389923479964834","0.31","0.33","0.21","0.25","0.28","0.113923479964834","0.11","0.12","0.1","0.13","0.1","0.277923479964834","0.24","0.28","0.25","0.2","0.28","0.139923479964834","0.16","0.16","0.14","0.2","0.22","0.213923479964834"
"r_vec","0.164533580744321","0.23","0.34","0.28","0.28","0.34","0.129466419255679","0.59","0.48","0.39","0.53","0.42","0.317466419255679","0.25","0.27","0.32","0.26","0.32","0.119466419255679","0.23","0.22","0.19","0.17","0.14","0.0352798515534073"
"r_vec","0.764424910052201","0.25","0.27","0.28","0.26","0.37","0.478424910052201","0.25","0.19","0.18","0.18","0.15","0.574424910052201","0.31","0.28","0.32","0.33","0.3","0.456424910052201","0.25","0.19","0.18","0.25","0.18","0.554424910052201"
"r_vec","0.0709464175624833","0.18","0.12","0.19","0.21","0.23","0.115053582437517","0.03","0.06","0.05","0.07","0.04","0.0209464175624833","0.25","0.23","0.22","0.24","0.14","0.145053582437517","0.2","0.26","0.11","0.23","0.25","0.139053582437517"
"r_vec","4.91369949091821e-05","0.14","0.11","0.07","0.05","0.07","0.0879508630050908","0","0","0","0","0.02","0.00402948219694551","0.04","0.1","0.03","0.13","0.11","0.0819508630050908","0.15","0.16","0.15","0.16","0.19","0.161950863005091"
"r_vec","0.606159744408535","0.42","0.51","0.45","0.41","0.45","0.158159744408535","0.65","0.64","0.7","0.58","0.67","0.0523041533548793","0.48","0.53","0.52","0.41","0.37","0.144159744408535","0.3","0.31","0.22","0.27","0.25","0.336159744408535"
"r_vec","0.00387082098054651","0.13","0.18","0.18","0.24","0.18","0.178129179019453","0.01","0","0.01","0.01","0","0.0052258358038907","0.22","0.16","0.19","0.15","0.13","0.166129179019454","0.26","0.27","0.3","0.27","0.25","0.266129179019453"
"r_vec","0.322798746387988","0.09","0.1","0.12","0.08","0.17","0.210798746387988","0.07","0.07","0.05","0.06","0.05","0.262798746387988","0.11","0.07","0.12","0.05","0.15","0.222798746387988","0.06","0.12","0.13","0.08","0.11","0.222798746387988"
