"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.934613792762905","0.71","0.77","0.61","0.7","0.82","0.212613792762905","0.76","0.79","0.79","0.82","0.8","0.142613792762905","0.7","0.77","0.67","0.74","0.73","0.212613792762905","0.58","0.62","0.58","0.66","0.55","0.336613792762905"
"r_vec","0.650047554223842","0.49","0.48","0.36","0.44","0.4","0.216047554223842","0.59","0.65","0.57","0.67","0.55","0.0520285325343051","0.58","0.58","0.57","0.5","0.5","0.104047554223842","0.4","0.39","0.32","0.42","0.46","0.252047554223842"
"r_vec","0.254221119071414","0.18","0.27","0.26","0.34","0.22","0.0431557761857171","0.32","0.29","0.3","0.27","0.29","0.0397788809285856","0.26","0.28","0.27","0.27","0.31","0.0237788809285856","0.22","0.25","0.16","0.22","0.21","0.0422211190714144"
"r_vec","0.347635874404985","0.38","0.32","0.35","0.27","0.29","0.0395271748809971","0.18","0.15","0.28","0.21","0.19","0.145635874404985","0.38","0.26","0.36","0.34","0.28","0.0415271748809971","0.19","0.15","0.18","0.13","0.21","0.175635874404985"
"r_vec","0.600034471816098","0.27","0.26","0.35","0.36","0.43","0.266034471816098","0.34","0.33","0.31","0.31","0.47","0.248034471816098","0.35","0.32","0.35","0.35","0.31","0.264034471816098","0.19","0.25","0.21","0.18","0.22","0.390034471816098"
"r_vec","0.0500130824077434","0.15","0.18","0.15","0.2","0.19","0.123986917592257","0.22","0.23","0.25","0.21","0.22","0.175986917592257","0.2","0.24","0.28","0.29","0.21","0.193986917592257","0.23","0.23","0.27","0.19","0.18","0.169986917592257"
"r_vec","0.000128735274192854","0.02","0.09","0.07","0.04","0.07","0.0578712647258071","0.09","0.18","0.08","0.13","0.17","0.129871264725807","0.06","0.06","0.11","0.08","0.05","0.0718712647258071","0.23","0.31","0.17","0.18","0.18","0.213871264725807"
"r_vec","0.739380494000376","0.56","0.48","0.57","0.45","0.54","0.219380494000376","0.34","0.37","0.32","0.42","0.39","0.371380494000376","0.44","0.51","0.49","0.41","0.48","0.273380494000376","0.2","0.26","0.21","0.26","0.29","0.495380494000376"
"r_vec","0.00421055083122985","0.1","0.12","0.1","0.13","0.18","0.12178944916877","0.23","0.19","0.23","0.18","0.24","0.20978944916877","0.15","0.22","0.23","0.13","0.18","0.17778944916877","0.34","0.34","0.28","0.33","0.25","0.30378944916877"
"r_vec","0.208289852220707","0.2","0.14","0.08","0.09","0.2","0.0662898522207074","0.16","0.16","0.21","0.18","0.15","0.0369739113324244","0.18","0.18","0.19","0.11","0.09","0.0582898522207074","0.07","0.06","0.13","0.1","0.11","0.114289852220707"
