"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.561654492370517","0.74","0.71","0.71","0.76","0.68","0.158345507629483","0.53","0.52","0.56","0.59","0.56","0.02099269542231","0.61","0.61","0.62","0.66","0.62","0.0623455076294833","0.59","0.63","0.6","0.64","0.63","0.0563455076294833"
"r_vec","0.18476235698776","0.46","0.51","0.52","0.52","0.55","0.32723764301224","0.38","0.34","0.38","0.37","0.29","0.16723764301224","0.39","0.34","0.4","0.39","0.48","0.21523764301224","0.36","0.34","0.41","0.54","0.4","0.22523764301224"
"r_vec","0.0303629458294764","0.3","0.25","0.24","0.25","0.2","0.217637054170524","0.12","0.16","0.2","0.18","0.12","0.125637054170524","0.11","0.16","0.2","0.23","0.19","0.147637054170524","0.2","0.18","0.25","0.22","0.2","0.179637054170524"
"r_vec","0.732825102359905","0.38","0.36","0.31","0.26","0.32","0.406825102359905","0.38","0.41","0.36","0.39","0.38","0.348825102359905","0.42","0.35","0.34","0.41","0.33","0.362825102359905","0.28","0.19","0.19","0.27","0.18","0.510825102359905"
"r_vec","0.182350882157882","0.37","0.29","0.32","0.26","0.31","0.127649117842118","0.26","0.25","0.29","0.23","0.23","0.0696491178421178","0.26","0.22","0.27","0.27","0.3","0.0816491178421178","0.26","0.18","0.22","0.23","0.14","0.0415298235684236"
"r_vec","0.0024114748298774","0.18","0.2","0.16","0.26","0.13","0.183588525170123","0.11","0.06","0.06","0.12","0.07","0.0815885251701226","0.06","0.12","0.13","0.12","0.07","0.0975885251701226","0.21","0.12","0.25","0.19","0.17","0.185588525170123"
"r_vec","1.18843421500174e-06","0.04","0.07","0.02","0.06","0.02","0.041998811565785","0.02","0.01","0","0","0","0.006000237686843","0.01","0.04","0.07","0.02","0.06","0.039998811565785","0.18","0.18","0.18","0.21","0.12","0.173998811565785"
"r_vec","0.887140041910136","0.42","0.52","0.5","0.59","0.55","0.371140041910136","0.58","0.61","0.53","0.59","0.58","0.309140041910136","0.52","0.52","0.55","0.6","0.54","0.341140041910136","0.34","0.33","0.36","0.38","0.29","0.547140041910136"
"r_vec","8.56600422674322e-05","0.14","0.19","0.11","0.17","0.12","0.145914339957733","0.05","0.04","0.03","0.05","0.02","0.0379143399577326","0.07","0.03","0.09","0.07","0.07","0.0659143399577326","0.28","0.34","0.22","0.21","0.28","0.265914339957733"
"r_vec","0.0280359426076514","0.12","0.13","0.13","0.18","0.18","0.119964057392349","0.1","0.17","0.11","0.07","0.09","0.0799640573923486","0.08","0.11","0.09","0.16","0.06","0.0719640573923486","0.07","0.08","0.07","0.08","0.06","0.0439640573923486"
