"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.660983930006332","0.38","0.24","0.3","0.25","0.27","0.372983930006332","0.64","0.64","0.64","0.59","0.51","0.056983930006332","0.44","0.53","0.48","0.44","0.51","0.180983930006332","0.54","0.66","0.59","0.6","0.61","0.060983930006332"
"r_vec","0.229359714017524","0.17","0.12","0.09","0.13","0.14","0.0993597140175242","0.39","0.38","0.24","0.41","0.36","0.126640285982476","0.26","0.3","0.34","0.32","0.3","0.0746402859824758","0.4","0.41","0.46","0.3","0.36","0.156640285982476"
"r_vec","0.0358493149281737","0.05","0.03","0.02","0.02","0.05","0.0131698629856347","0.18","0.2","0.14","0.2","0.14","0.136150685071826","0.13","0.19","0.14","0.09","0.13","0.100150685071826","0.14","0.19","0.23","0.14","0.2","0.144150685071826"
"r_vec","0.733620717807765","0.5","0.47","0.48","0.46","0.44","0.263620717807765","0.37","0.4","0.44","0.39","0.51","0.311620717807765","0.43","0.39","0.42","0.4","0.4","0.325620717807765","0.22","0.21","0.26","0.2","0.25","0.505620717807765"
"r_vec","0.226921466232253","0.1","0.13","0.1","0.14","0.09","0.114921466232253","0.33","0.3","0.33","0.29","0.25","0.0730785337677466","0.18","0.23","0.22","0.23","0.2","0.0173842932464507","0.18","0.19","0.19","0.21","0.17","0.0389214662322534"
"r_vec","0.00243824778527069","0.03","0","0","0","0.05","0.0164876495570541","0.07","0.07","0.1","0.14","0.08","0.0895617522147293","0.04","0.06","0.06","0.07","0.07","0.0575617522147293","0.17","0.22","0.24","0.17","0.23","0.203561752214729"
"r_vec","6.4775307216139e-07","0","0","0","0","0","6.4775307216139e-07","0","0.01","0","0.02","0.02","0.00999987044938557","0","0","0.01","0","0","0.0020003886518433","0.13","0.15","0.19","0.2","0.19","0.171999352246928"
"r_vec","0.927064706320345","0.48","0.58","0.57","0.52","0.56","0.385064706320345","0.55","0.56","0.63","0.63","0.56","0.341064706320345","0.67","0.61","0.55","0.59","0.53","0.337064706320345","0.29","0.33","0.29","0.31","0.21","0.641064706320345"
"r_vec","6.70583298431513e-05","0","0","0","0","0.01","0.00204023499790589","0.07","0.04","0.02","0.03","0.02","0.0359329416701568","0.02","0.01","0.02","0.06","0.02","0.0259329416701568","0.27","0.33","0.4","0.23","0.34","0.313932941670157"
"r_vec","0.0334774777196739","0.07","0.05","0.03","0.02","0.01","0.0186954955439348","0.05","0.06","0.11","0.16","0.13","0.0685225222803261","0.04","0.04","0.12","0.12","0.13","0.0565225222803261","0.11","0.12","0.08","0.09","0.13","0.0725225222803261"
