"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"r_mat","true posterior prob","t1","t2","t3","t4","t5","et","T1","T2","T3","T4","T5","eT","M1","M2","M3","M4","M5","eM","C1","C2","C3","C4","C5","eC"
"r_vec","0.737307429919478","0.67","0.73","0.65","0.79","0.77","0.0494614859838956","0.62","0.56","0.49","0.52","0.61","0.177307429919478","0.74","0.65","0.73","0.72","0.62","0.0463844579516868","0.6","0.6","0.66","0.54","0.64","0.129307429919478"
"r_vec","0.359726119224892","0.55","0.55","0.44","0.5","0.48","0.144273880775108","0.31","0.27","0.3","0.37","0.36","0.0419452238449783","0.54","0.58","0.45","0.54","0.49","0.160273880775108","0.38","0.44","0.39","0.37","0.36","0.0282738807751084"
"r_vec","0.0993325843378056","0.22","0.23","0.33","0.31","0.33","0.184667415662194","0.07","0.19","0.09","0.19","0.15","0.0541334831324389","0.28","0.31","0.31","0.32","0.22","0.188667415662194","0.12","0.16","0.27","0.2","0.18","0.0866674156621944"
"r_vec","0.603480102964107","0.32","0.29","0.36","0.36","0.3","0.277480102964107","0.47","0.37","0.44","0.47","0.39","0.175480102964107","0.36","0.29","0.35","0.39","0.38","0.249480102964107","0.17","0.18","0.18","0.21","0.21","0.413480102964107"
"r_vec","0.344476216627576","0.32","0.26","0.35","0.29","0.28","0.0466857299765459","0.27","0.32","0.3","0.28","0.22","0.0664762166275765","0.4","0.28","0.38","0.32","0.28","0.0488952433255153","0.15","0.14","0.14","0.17","0.22","0.180476216627576"
"r_vec","0.0152499025973149","0.14","0.22","0.13","0.2","0.19","0.160750097402685","0.06","0.06","0.07","0.11","0.07","0.0587500974026851","0.2","0.16","0.22","0.21","0.22","0.186750097402685","0.23","0.15","0.2","0.14","0.19","0.166750097402685"
"r_vec","4.40761374495211e-05","0.05","0.07","0.06","0.06","0.07","0.0619559238625505","0.01","0","0","0.01","0","0.0040088152274899","0.07","0.06","0.06","0.1","0.06","0.0699559238625505","0.23","0.23","0.21","0.12","0.13","0.18395592386255"
"r_vec","0.862718766609205","0.49","0.54","0.48","0.51","0.51","0.356718766609205","0.58","0.57","0.62","0.55","0.61","0.276718766609205","0.48","0.57","0.52","0.54","0.54","0.332718766609205","0.29","0.24","0.26","0.33","0.3","0.578718766609205"
"r_vec","0.00119894737943798","0.14","0.1","0.13","0.18","0.2","0.148801052620562","0","0.05","0.05","0.01","0.04","0.0292806315723372","0.2","0.16","0.09","0.14","0.11","0.138801052620562","0.44","0.31","0.3","0.32","0.3","0.332801052620562"
"r_vec","0.085237552982479","0.19","0.11","0.13","0.12","0.16","0.056762447017521","0.15","0.1","0.14","0.18","0.13","0.054762447017521","0.16","0.09","0.16","0.12","0.2","0.060762447017521","0.11","0.15","0.13","0.06","0.07","0.0349524894035042"
